451
0.1	0.08
0.102	0.08
0.104	0.08
0.106	0.08
0.108	0.08
0.11	0.08
0.112	0.08
0.114	0.08
0.116	0.08
0.118	0.08
0.12	0.08
0.122	0.08
0.124	0.08
0.126	0.08
0.128	0.08
0.13	0.08
0.132	0.08
0.134	0.08
0.136	0.08
0.138	0.08
0.14	0.08
0.142	0.08
0.144	0.08
0.146	0.08
0.148	0.08
0.15	0.08
0.152	0.08
0.154	0.08
0.156	0.08
0.158	0.08
0.16	0.08
0.162	0.08
0.164	0.08
0.166	0.08
0.168	0.08
0.17	0.08
0.172	0.08
0.174	0.08
0.176	0.08
0.178	0.08
0.18	0.08
0.182	0.08
0.184	0.08
0.186	0.08
0.188	0.08
0.19	0.08
0.192	0.08
0.194	0.08
0.196	0.08
0.198	0.08
0.2	0.18
0.202	0.18
0.204	0.18
0.206	0.18
0.208	0.18
0.21	0.18
0.212	0.18
0.214	0.18
0.216	0.18
0.218	0.18
0.22	0.18
0.222	0.18
0.224	0.18
0.226	0.18
0.228	0.18
0.23	0.18
0.232	0.18
0.234	0.18
0.236	0.18
0.238	0.18
0.24	0.18
0.242	0.18
0.244	0.18
0.246	0.18
0.248	0.18
0.25	0.18
0.252	0.18
0.254	0.18
0.256	0.18
0.258	0.18
0.26	0.18
0.262	0.18
0.264	0.18
0.266	0.18
0.268	0.18
0.27	0.18
0.272	0.18
0.274	0.18
0.276	0.18
0.278	0.18
0.28	0.18
0.282	0.18
0.284	0.18
0.286	0.18
0.288	0.18
0.29	0.18
0.292	0.18
0.294	0.18
0.296	0.18
0.298	0.18
0.3	0.18
0.302	0.18
0.304	0.18
0.306	0.18
0.308	0.18
0.31	0.18
0.312	0.18
0.314	0.18
0.316	0.18
0.318	0.18
0.32	0.18
0.322	0.18
0.324	0.18
0.326	0.18
0.328	0.18
0.33	0.18
0.332	0.18
0.334	0.18
0.336	0.18
0.338	0.18
0.34	0.18
0.342	0.18
0.344	0.18
0.346	0.18
0.348	0.18
0.35	0.18
0.352	0.18
0.354	0.18
0.356	0.18
0.358	0.18
0.36	0.18
0.362	0.18
0.364	0.18
0.366	0.18
0.368	0.18
0.37	0.18
0.372	0.18
0.374	0.18
0.376	0.18
0.378	0.18
0.38	0.18
0.382	0.18
0.384	0.18
0.386	0.18
0.388	0.18
0.39	0.18
0.392	0.18
0.394	0.18
0.396	0.18
0.398	0.18
0.4	0.18
0.402	0.18
0.404	0.18
0.406	0.18
0.408	0.18
0.41	0.18
0.412	0.18
0.414	0.18
0.416	0.18
