0.09	787738.2965511113
0.091	724952.1331833665
0.092	667571.0055391296
0.093	615087.3853461861
0.094	567046.0008656566
0.095	523037.94643409154
0.096	482695.5144121959
0.097	445687.65385371336
0.098	411715.9737971589
0.099	380511.2206305826
0.09999999999999999	351830.168784517
0.10099999999999999	325452.8723628475
0.102	301180.2324483616
0.103	278831.84091406345
0.104	258244.06677826602
0.105	239268.3556454054
0.106	221769.7165759462
0.107	205625.37407867273
0.108	190723.56575204193
0.109	176962.46856935378
0.11	164249.23893531068
0.111	152499.15348518646
0.11199999999999999	141634.8392004343
0.11299999999999999	131585.58280565072
0.11399999999999999	122286.71062118135
0.11499999999999999	113679.0311012138
0.11599999999999999	105708.33320612124
0.11699999999999999	98324.93456340408
0.118	91483.27407080162
0.119	85141.54423265634
0.12	79261.3589256541
0.121	73807.4532215271
0.122	68747.41140359352
0.123	64051.54241710392
0.124	59692.04857757129
0.125	55644.0390229871
0.126	51884.12966758025
0.127	48390.88396801666
0.128	45144.539160778986
0.129	42126.867726214936
0.13	39321.0511589033
0.131	36711.56485746881
0.132	34284.0730813345
0.133	32025.333019739584
0.134	29923.10712212881
0.135	27966.082920439017
0.136	26143.799656583134
0.137	24446.58108837339
0.138	22865.47392062988
0.139	21392.19134842339
0.14	20019.061262610456
0.14100000000000001	18738.97870483012
0.14200000000000002	17545.362191980174
0.143	16432.1135833695
0.144	15393.581176696454
0.145	14424.525759519283
0.146	13520.08936332274
0.147	12675.766492109498
0.148	11887.377617642795
0.149	11151.044752471054
0.15	10463.168929050735
0.151	9820.40942762014
0.152	9219.66460988354
0.153	8658.054229341677
0.154	8132.90309720343
0.155	7641.725996232877
0.156	7182.213743025905
0.157	6752.220306723519
0.158	6349.750901541684
0.159	5972.950975670044
0.16	5620.096028213777
0.161	5289.5821865757225
0.162	4979.917489146151
0.16299999999999998	4689.7138156105475
0.16399999999999998	4417.679416877934
0.16499999999999998	4162.61199810844
0.16599999999999998	3923.392312573941
0.16699999999999998	3698.978227672001
0.16799999999999998	3488.3992271361426
0.16899999999999998	3290.7513165207456
0.16999999999999998	3105.192301523653
0.17099999999999999	2930.937411175062
0.172	2767.2552399347287
0.173	2613.4639849467653
0.174	2468.9279563588357
0.175	2333.0543404154705
0.176	2205.2901965336023
0.177	2085.119671026629
0.178	1972.061411453997
0.179	1865.666166785206
0.18	1765.5145596884188
0.181	1671.2150182818239
0.182	1582.401855713803
0.183	1498.733486539202
0.184	1419.8907702011702
0.185	1345.5754722916088
0.186	1275.5088337249754
0.187	1209.430243354358
0.188	1147.0960028597415
0.189	1088.2781779201266
0.19	1032.76353089358
