 2000
  0.0219425107  66.2893991  4.26055226  0.0853608
  0.0316973283  30.4458933  2.46241704  0.10960905
  0.0382291497  21.5840063  2.00025857  0.1229162
  0.0432880412  17.5056246  1.77335282  0.1314598
  0.0474535605  15.1524949  1.63521497  0.1372972
  0.0510059446  13.6225193  1.54147558  0.1414078
  0.0541067875  12.5510599  1.47352477  0.14434895
  0.0568596349  11.7615099  1.42200521  0.1464698
  0.0593356186  11.157579  1.38163361  0.14800245
  0.0615860502  10.6821814  1.3491777  0.14910675
  0.0636493012  10.2992947  1.32254008  0.14989555
  0.065554871  9.98506127  1.30029718  0.15045025
  0.0673259435  9.72305894  1.28144788  0.15083045
  0.0689810693  9.50162103  1.26526757  0.15108015
  0.0705353183  9.3122386  1.25121906  0.15123235
  0.0720010916  9.14856585  1.23889599  0.1513119
  0.0733887092  9.00577892  1.22798561  0.1513378
  0.0747068446  8.88014974  1.21824358  0.15132435
  0.0759628507  8.7687551  1.20947651  0.1512828
  0.0771630107  8.66927333  1.20152957  0.15122165
  0.0783127318  8.57983939  1.19427745  0.15114755
  0.0794166971  8.49893983  1.1876179  0.1510656
  0.080478987  8.42533521  1.18146668  0.1509797
  0.0815031758  8.35800205  1.17575393  0.150893
  0.0824924101  8.29608891  1.17042132  0.1508078
  0.0834494729  8.23888262  1.16541981  0.1507259
  0.084376836  8.18578206  1.16070799  0.1506487
  0.0852767039  8.13627776  1.15625063  0.1505771
  0.0861510497  8.08993553  1.1520177  0.150512
  0.0870016459  8.0463837  1.14798343  0.15045375
  0.0878300894  8.00530261  1.14412565  0.1504029
  0.0886378241  7.96641617  1.14042518  0.15035945
  0.089426159  7.92948512  1.13686541  0.1503237
  0.0901962837  7.8943013  1.13343187  0.1502955
  0.090949283  7.86068303  1.13011194  0.150275
  0.0916861473  7.82847129  1.12689458  0.1502619
  0.0924077841  7.79752646  1.1237701  0.15025625
  0.0931150261  7.76772563  1.12072997  0.15025775
  0.0938086392  7.73896033  1.11776668  0.1502663
  0.0944893292  7.71113463  1.11487359  0.15028165
  0.0951577477  7.6841635  1.11204482  0.15030355
  0.0958144977  7.65797139  1.10927514  0.1503319
  0.0964601377  7.63249104  1.10655993  0.15036635
  0.0970951862  7.60766252  1.10389505  0.15040665
  0.0977201253  7.58343224  1.10127681  0.15045275
  0.0983354038  7.55975233  1.09870193  0.15050415
  0.0989414402  7.53657985  1.09616747  0.1505609
  0.0995386253  7.51387628  1.09367078  0.15062255
  0.100127325  7.49160701  1.0912095  0.150689
  0.100707881  7.46974087  1.0887815  0.15076
  0.101280614  7.44824978  1.08638487  0.1508354
  0.101845826  7.42710844  1.08401787  0.1509149
  0.102403799  7.40629399  1.08167896  0.1509984
  0.102954801  7.38578575  1.07936673  0.15108565
  0.103499081  7.36556498  1.0770799  0.15117645
  0.104036878  7.34561474  1.07481732  0.15127075
  0.104568413  7.32591964  1.07257794  0.15136815
  0.105093898  7.30646573  1.07036083  0.15146875
  0.105613533  7.28724028  1.0681651  0.15157225
  0.106127506  7.26823176  1.06598999  0.15167845
  0.106635998  7.24942964  1.06383475  0.1517873
  0.107139178  7.23082431  1.06169875  0.15189865
  0.107637207  7.21240703  1.05958138  0.15201235
  0.108130239  7.19416977  1.05748209  0.1521283
  0.108618419  7.17610526  1.05540038  0.15224625
  0.109101887  7.1582068  1.05333578  0.1523663
  0.109580775  7.14046825  1.05128787  0.15248815
  0.110055208  7.12288397  1.04925625  0.15261175
  0.110525308  7.10544879  1.04724055  0.152737
  0.110991189  7.08815798  1.04524044  0.1528639
  0.11145296  7.07100715  1.04325561  0.15299215
  0.111910727  7.05399228  1.04128576  0.1531218
  0.112364591  7.03710965  1.03933062  0.1532528
  0.112814647  7.02035581  1.03738994  0.15338495
  0.113260987  7.00372759  1.03546348  0.1535182
  0.113703701  6.98722207  1.03355101  0.1536526
  0.114142872  6.97083649  1.03165234  0.15378785
  0.114578583  6.95456832  1.02976725  0.15392405
  0.11501091  6.93841519  1.02789556  0.15406115
  0.115439931  6.92237491  1.0260371  0.15419895
  0.115865716  6.90644543  1.02419169  0.1543375
  0.116288335  6.8906248  1.02235918  0.1544767
  0.116707855  6.87491124  1.02053941  0.15461655
  0.117124342  6.85930306  1.01873224  0.15475685
  0.117537856  6.84379864  1.01693752  0.1548978
  0.117948458  6.82839651  1.01515512  0.1550391
  0.118356207  6.81309525  1.01338491  0.1551808
  0.118761157  6.7978935  1.01162677  0.15532295
  0.119163362  6.78279002  1.00988057  0.15546535
  0.119562875  6.76778358  1.0081462  0.15560805
  0.119959747  6.75287304  1.00642354  0.155751
  0.120354026  6.73805731  1.00471248  0.1558942
  0.120745758  6.72333534  1.00301292  0.15603755
  0.121134991  6.70870611  1.00132473  0.156181
  0.121521768  6.69416868  0.999647838  0.15632465
  0.121906131  6.67972209  0.997982124  0.15646835
  0.122288124  6.66536548  0.996327492  0.15661205
  0.122667785  6.65109799  0.994683848  0.15675585
  0.123045154  6.63691878  0.993051094  0.1568996
  0.123420268  6.62282703  0.991429136  0.1570434
  0.123793166  6.60882196  0.989817882  0.15718705
  0.124163882  6.59490282  0.98821724  0.15733075
  0.124532451  6.58106886  0.98662712  0.15747425
  0.124898908  6.56731936  0.985047435  0.15761775
  0.125263284  6.5536536  0.983478096  0.15776105
  0.125625612  6.5400709  0.981919013  0.1579042
  0.125985924  6.52657058  0.980370106  0.15804725
  0.126344248  6.51315198  0.978831289  0.1581901
  0.126700615  6.49981444  0.977302475  0.1583327
  0.127055054  6.48655732  0.975783581  0.15847515
  0.127407592  6.47338  0.974274529  0.1586174
  0.127758257  6.46028185  0.972775233  0.1587593
  0.128107075  6.44726226  0.971285614  0.1589011
  0.128454073  6.43432062  0.96980559  0.1590425
  0.128799274  6.42145635  0.968335084  0.15918375
  0.129142705  6.40866885  0.966874017  0.15932465
  0.129484389  6.39595753  0.965422308  0.15946525
  0.12982435  6.38332183  0.963979881  0.1596056
  0.13016261  6.37076117  0.962546658  0.1597456
  0.130499192  6.35827499  0.961122565  0.1598853
  0.130834119  6.34586274  0.959707525  0.1600247
  0.13116741  6.33352385  0.958301463  0.1601637
  0.131499088  6.32125778  0.956904302  0.1603024
  0.131829173  6.30906398  0.955515967  0.1604407
  0.132157684  6.29694192  0.954136389  0.16057875
  0.132484642  6.28489107  0.952765492  0.16071635
  0.132810065  6.27291088  0.951403204  0.1608536
  0.133133973  6.26100084  0.950049452  0.1609905
  0.133456383  6.24916041  0.948704167  0.16112705
  0.133777313  6.23738909  0.947367275  0.16126315
  0.134096781  6.22568635  0.946038707  0.1613989
  0.134414805  6.21405169  0.944718395  0.1615343
  0.134731401  6.20248458  0.943406266  0.16166925
  0.135046586  6.19098453  0.942102252  0.16180385
  0.135360376  6.17955103  0.940806285  0.161938
  0.135672786  6.1681836  0.939518298  0.1620718
  0.135983833  6.15688172  0.938238225  0.1622052
  0.136293532  6.14564492  0.936965996  0.16233815
  0.136601897  6.13447269  0.935701546  0.1624707
  0.136908944  6.12336455  0.934444808  0.16260285
  0.137214686  6.11232003  0.933195719  0.1627346
  0.137519138  6.10133865  0.931954215  0.16286595
  0.137822315  6.09041992  0.93072023  0.16299685
  0.138124228  6.07956338  0.9294937  0.1631273
  0.138424893  6.06876854  0.928274562  0.16325745
  0.138724322  6.05803495  0.927062754  0.1633871
  0.139022527  6.04736214  0.925858213  0.1635163
  0.139319522  6.03674965  0.924660878  0.16364515
  0.13961532  6.02619701  0.923470686  0.1637736
  0.139909931  6.01570378  0.92228758  0.16390155
  0.140203369  6.00526952  0.9211115  0.16402915
  0.140495645  5.99489377  0.919942383  0.16415625
  0.140786771  5.98457609  0.918780173  0.16428295
  0.141076758  5.97431602  0.917624809  0.1644093
  0.141365618  5.96411314  0.916476236  0.1645352
