#pt  dN/ptdYdptdphi  v1cos  v1sin  v2cos  v2sin  v3cos  v3sin  v4cos  v4sin  v5cos  v5sin  v6cos  v6sin  v7cos  v7sin
0.01  0.0165504  0.000401977  0.000250624  -5.21043e-05  -1.00654e-05  -1.55545e-07  -4.29414e-07  -1.59804e-09  4.91825e-09  -2.47619e-16  4.51993e-09  4.91313e-09  -4.70171e-09  -3.16881e-09  -3.70366e-09
0.0232889  0.0384799  0.000934749  0.000583379  -0.00028199  -5.45097e-05  -1.84246e-06  -5.39772e-06  5.78564e-09  4.3576e-08  2.26149e-09  5.45971e-09  -5.69631e-09  1.5626e-09  3.54291e-09  2.61e-09
0.0631556  0.103001  0.00250579  0.0015757  -0.00203965  -0.000393144  -3.5953e-05  -0.000105697  5.20253e-09  2.36638e-06  1.96821e-08  -5.48893e-09  -4.27539e-09  3.38422e-14  -1.9769e-09  5.92423e-10
0.1296  0.201332  0.00493438  0.00318384  -0.00809898  -0.00154488  -0.000288545  -0.000849939  -3.08659e-08  3.8505e-05  6.96402e-07  -3.10883e-07  2.24257e-07  -3.44125e-08  -1.42447e-08  2.45423e-08
0.222622  0.305234  0.00770134  0.00524137  -0.0209219  -0.00388875  -0.0012351  -0.00365409  -3.5562e-06  0.000274728  8.05506e-06  -4.96813e-06  4.80022e-06  -6.96299e-07  -4.87829e-07  6.78963e-07
0.342222  0.364719  0.00999408  0.00732516  -0.0397061  -0.00701636  -0.00337294  -0.0100701  -3.9202e-05  0.00109108  4.40381e-05  -4.28581e-05  4.50504e-05  -6.05093e-06  -7.40082e-06  9.19823e-06
0.4884  0.34237  0.0110139  0.00870259  -0.0606648  -0.00985481  -0.00667083  -0.020224  -0.000209101  0.00283028  0.000132149  -0.000220511  0.000238686  -2.83481e-05  -5.83123e-05  6.4073e-05
0.661156  0.255472  0.0101148  0.00850697  -0.0802052  -0.0114475  -0.0105756  -0.0327581  -0.000718966  0.00543183  0.000231238  -0.000767031  0.000846654  -8.30418e-05  -0.000285573  0.000276569
0.860489  0.155958  0.00679269  0.00602101  -0.0962077  -0.011235  -0.0144529  -0.0459347  -0.00184901  0.00843909  0.00017668  -0.00202442  0.00227794  -0.000168032  -0.000999638  0.000844941
1.0864  0.0803931  0.000776106  0.000846312  -0.10749  -0.00890802  -0.0178017  -0.058125  -0.0038706  0.011196  -0.000329547  -0.00438923  0.00507703  -0.000240183  -0.00276483  0.0019924
1.33889  0.0358786  -0.0078509  -0.00707706  -0.113405  -0.00436766  -0.0202465  -0.0676877  -0.0069391  0.0128973  -0.00173911  -0.00820184  0.00996528  -0.000191761  -0.00646  0.00383248
1.61796  0.0140952  -0.0185588  -0.0174909  -0.113799  0.00216067  -0.0215303  -0.0727562  -0.0109929  0.012462  -0.00475515  -0.0136151  0.017974  0.00019056  -0.0133442  0.00620625
1.9236  0.00492135  -0.0302674  -0.0297996  -0.109075  0.00993744  -0.021553  -0.0709681  -0.0156451  0.00826444  -0.010562  -0.0204923  0.0307094  0.00129648  -0.0252079  0.00851501
2.25582  0.00153327  -0.0411241  -0.0429892  -0.100292  0.017405  -0.020443  -0.0589163  -0.0200063  -0.00236448  -0.0212864  -0.0283198  0.0508725  0.00380519  -0.0447742  0.00950747
2.61462  0.000425762  -0.0479698  -0.0554315  -0.0893836  0.0215906  -0.0186703  -0.0309077  -0.0223205  -0.0241615  -0.040955  -0.0360429  0.0833783  0.00890351  -0.0766892  0.00687001
3  0.000104786  -0.0465739  -0.0651023  -0.0784628  0.0182071  -0.0175408  0.0221117  -0.0196393  -0.0644027  -0.0762256  -0.0428919  0.135975  0.019373  -0.127845  -0.00350081
