-3.10141	0.800363	0.5	-1	0	0	0	0	0	0	0.164099
-3.10141	1.00045	0.5	-1	0	0	0	0	0	0	0.169531
-3.10141	1.20054	0.5	-1	0	0	0	0	0	0	0.17159
-3.10141	1.40064	0.5	-1	0	0	0	0	0	0	0.168826
-3.10141	1.60073	0.5	-1	0	0	0	0	0	0	0.161226
-2.90132	0.200091	0.5	-1	0	0	0	0	0	0	0.162366
-2.90132	0.400182	0.5	-1	0	0	0	0	0	0	0.173412
-3.00136	0.700318	0.5	-2	0	0	0	0	0	0	0.172041
-2.90132	0.600272	0.5	-1	0	0	0	0	0	0	0.182732
-3.00136	1.70077	0.5	2	0	0	0	0	0	0	0.164511
-2.90132	1.80082	0.5	-1	0	0	0	0	0	0	0.165696
-2.80127	0.100045	0.5	-2	0	0	0	0	0	0	0.167076
-2.70123	0	0.5	-1	0	0	0	0	0	0	0.171842
-2.80127	1.90086	0.5	2	0	0	0	0	0	0	0.164181
-2.60118	-0.100045	0.5	-2	0	0	0	0	0	0	0.17366
-2.50113	-0.200091	0.5	-1	0	0	0	0	0	0	0.174014
-2.60118	1.90086	0.5	2	0	0	0	0	0	0	0.174429
-2.40109	-0.300136	0.5	-2	0	0	0	0	0	0	0.17285
-2.30104	-0.400182	0.5	-1	0	0	0	0	0	0	0.170268
-2.40109	1.90086	0.5	2	0	0	0	0	0	0	0.179609
-2.10095	-1.00045	0.5	-1	0	0	0	0	0	0	0.158165
-2.10095	-0.800363	0.5	-1	0	0	0	0	0	0	0.161699
-2.201	-0.500227	0.5	-2	0	0	0	0	0	0	0.169627
-2.10095	-0.600272	0.5	-1	0	0	0	0	0	0	0.171063
-2.201	1.90086	0.5	2	0	0	0	0	0	0	0.17944
-1.90086	-1.60073	0.5	-1	0	0	0	0	0	0	0.161847
-1.90086	-1.40064	0.5	-1	0	0	0	0	0	0	0.173081
-2.00091	-1.1005	0.5	-2	0	0	0	0	0	0	0.168425
-1.90086	-1.20054	0.5	-1	0	0	0	0	0	0	0.18095
-2.00091	1.90086	0.5	2	0	0	0	0	0	0	0.176904
-1.80082	-1.70077	0.5	-2	0	0	0	0	0	0	0.164317
-1.70077	-1.80082	0.5	-1	0	0	0	0	0	0	0.165228
-1.80082	1.90086	0.5	2	0	0	0	0	0	0	0.17683
-1.60073	-1.90086	0.5	-2	0	0	0	0	0	0	0.164219
-1.60073	1.90086	0.5	2	0	0	0	0	0	0	0.18057
-1.50068	2.00091	0.5	-1	0	0	0	0	0	0	0.169994
-1.40064	-1.90086	0.5	-2	0	0	0	0	0	0	0.180266
-1.30059	-2.00091	0.5	-1	0	0	0	0	0	0	0.176679
-1.40064	2.10095	0.5	2	0	0	0	0	0	0	0.160764
-1.20054	-2.10095	0.5	-2	0	0	0	0	0	0	0.173745
-1.1005	-2.201	0.5	-1	0	0	0	0	0	0	0.169788
-1.20054	2.10095	0.5	2	0	0	0	0	0	0	0.160188
-1.1005	2.00091	0.5	1	0	0	0	0	0	0	0.168012
-1.00045	-2.30104	0.5	-2	0	0	0	0	0	0	0.166223
-1.00045	1.90086	0.5	2	0	0	0	0	0	0	0.176203
-0.800363	-2.30104	0.5	-2	0	0	0	0	0	0	0.176686
-0.800363	1.90086	0.5	2	0	0	0	0	0	0	0.165197
-0.700318	1.80082	0.5	1	0	0	0	0	0	0	0.167798
-0.600272	-2.30104	0.5	-2	0	0	0	0	0	0	0.182392
-0.600272	1.70077	0.5	2	0	0	0	0	0	0	0.170046
-0.500227	1.60073	0.5	1	0	0	0	0	0	0	0.171995
-0.400182	-2.30104	0.5	-2	0	0	0	0	0	0	0.181441
-0.400182	1.50068	0.5	2	0	0	0	0	0	0	0.174256
-0.300136	1.40064	0.5	1	0	0	0	0	0	0	0.176786
-0.200091	-2.30104	0.5	-2	0	0	0	0	0	0	0.174423
-0.200091	1.30059	0.5	2	0	0	0	0	0	0	0.178602
0	-2.30104	0.5	-2	0	0	0	0	0	0	0.164982
0.100045	-2.201	0.5	1	0	0	0	0	0	0	0.171463
0	1.30059	0.5	2	0	0	0	0	0	0	0.169264
0.200091	-2.10095	0.5	-2	0	0	0	0	0	0	0.178084
0.200091	1.30059	0.5	2	0	0	0	0	0	0	0.169858
0.400182	-2.10095	0.5	-2	0	0	0	0	0	0	0.180036
0.500227	-2.201	0.5	-1	0	0	0	0	0	0	0.171674
0.400182	1.30059	0.5	2	0	0	0	0	0	0	0.176757
0.500227	1.40064	0.5	-1	0	0	0	0	0	0	0.168345
0.600272	-2.30104	0.5	-2	0	0	0	0	0	0	0.163278
0.600272	1.50068	0.5	2	0	0	0	0	0	0	0.160169
0.800363	-2.30104	0.5	-2	0	0	0	0	0	0	0.163838
0.900408	-2.201	0.5	1	0	0	0	0	0	0	0.171891
0.800363	1.50068	0.5	2	0	0	0	0	0	0	0.163615
1.00045	-2.10095	0.5	-2	0	0	0	0	0	0	0.179696
1.00045	1.50068	0.5	2	0	0	0	0	0	0	0.170205
1.1005	1.60073	0.5	-1	0	0	0	0	0	0	0.165406
1.20054	-2.10095	0.5	-2	0	0	0	0	0	0	0.167867
1.30059	-2.00091	0.5	1	0	0	0	0	0	0	0.168027
1.30059	-1.00045	0.5	1	0	0	0	0	0	0	0.175238
1.20054	1.70077	0.5	2	0	0	0	0	0	0	0.161878
1.40064	-1.90086	0.5	-2	0	0	0	0	0	0	0.164939
1.50068	-1.80082	0.5	1	0	0	0	0	0	0	0.160313
1.50068	-1.60073	0.5	1	0	0	0	0	0	0	0.165102
1.50068	-1.40064	0.5	1	0	0	0	0	0	0	0.165143
1.40064	-1.1005	0.5	2	0	0	0	0	0	0	0.169831
1.50068	-1.20054	0.5	1	0	0	0	0	0	0	0.163392
1.40064	-0.900408	0.5	-2	0	0	0	0	0	0	0.175044
1.40064	1.70077	0.5	2	0	0	0	0	0	0	0.178327
1.50068	1.80082	0.5	-1	0	0	0	0	0	0	0.174268
1.60073	-0.900408	0.5	-2	0	0	0	0	0	0	0.176422
1.60073	1.90086	0.5	2	0	0	0	0	0	0	0.170413
1.80082	-0.900408	0.5	-2	0	0	0	0	0	0	0.181594
1.80082	1.90086	0.5	2	0	0	0	0	0	0	0.182225
1.90086	2.00091	0.5	-1	0	0	0	0	0	0	0.172014
2.00091	-0.900408	0.5	-2	0	0	0	0	0	0	0.184044
2.00091	2.10095	0.5	2	0	0	0	0	0	0	0.163495
2.201	-0.900408	0.5	-2	0	0	0	0	0	0	0.180463
2.201	2.10095	0.5	2	0	0	0	0	0	0	0.164406
2.40109	-0.900408	0.5	-2	0	0	0	0	0	0	0.170915
2.50113	-0.800363	0.5	1	0	0	0	0	0	0	0.174709
2.40109	2.10095	0.5	2	0	0	0	0	0	0	0.160239
2.50113	2.00091	0.5	1	0	0	0	0	0	0	0.166142
2.60118	-0.700318	0.5	-2	0	0	0	0	0	0	0.17678
2.70123	-0.600272	0.5	1	0	0	0	0	0	0	0.175609
2.60118	1.90086	0.5	2	0	0	0	0	0	0	0.171517
2.70123	1.80082	0.5	1	0	0	0	0	0	0	0.173285
2.80127	-0.500227	0.5	-2	0	0	0	0	0	0	0.171138
2.90132	-0.400182	0.5	1	0	0	0	0	0	0	0.166038
2.90132	-0.200091	0.5	1	0	0	0	0	0	0	0.175911
2.80127	1.70077	0.5	2	0	0	0	0	0	0	0.172966
2.90132	1.60073	0.5	1	0	0	0	0	0	0	0.170706
3.00136	-0.100045	0.5	-2	0	0	0	0	0	0	0.167089
3.10141	0	0.5	1	0	0	0	0	0	0	0.160571
3.10141	0.200091	0.5	1	0	0	0	0	0	0	0.169714
3.10141	0.400182	0.5	1	0	0	0	0	0	0	0.178649
3.10141	1.00045	0.5	1	0	0	0	0	0	0	0.181002
3.10141	1.20054	0.5	1	0	0	0	0	0	0	0.172403
3.00136	1.50068	0.5	2	0	0	0	0	0	0	0.166343
