211 5.000000e+00 52 1.000000e-02 3.000000e+00 16 40 
111 5.000000e+00 52 1.000000e-02 3.000000e+00 16 40 
-211 5.000000e+00 52 1.000000e-02 3.000000e+00 16 40 
321 5.000000e+00 52 1.000000e-02 3.000000e+00 16 40 
-321 5.000000e+00 52 1.000000e-02 3.000000e+00 16 40 
311 5.000000e+00 52 1.000000e-02 3.000000e+00 16 40 
-311 5.000000e+00 52 1.000000e-02 3.000000e+00 16 40 
221 5.000000e+00 52 1.000000e-02 3.000000e+00 16 40 
213 5.000000e+00 52 1.000000e-02 3.000000e+00 16 40 
113 5.000000e+00 52 1.000000e-02 3.000000e+00 16 40 
-213 5.000000e+00 52 1.000000e-02 3.000000e+00 16 40 
223 5.000000e+00 52 1.000000e-02 3.000000e+00 16 40 
323 5.000000e+00 52 1.000000e-02 3.000000e+00 16 40 
-323 5.000000e+00 52 1.000000e-02 3.000000e+00 16 40 
313 5.000000e+00 52 1.000000e-02 3.000000e+00 16 40 
-313 5.000000e+00 52 1.000000e-02 3.000000e+00 16 40 
2212 5.000000e+00 52 1.000000e-02 3.000000e+00 16 40 
-2212 5.000000e+00 52 1.000000e-02 3.000000e+00 16 40 
2112 5.000000e+00 52 1.000000e-02 3.000000e+00 16 40 
-2112 5.000000e+00 52 1.000000e-02 3.000000e+00 16 40 
331 5.000000e+00 52 1.000000e-02 3.000000e+00 16 40 
10221 5.000000e+00 52 1.000000e-02 3.000000e+00 16 40 
10211 5.000000e+00 52 1.000000e-02 3.000000e+00 16 40 
10111 5.000000e+00 52 1.000000e-02 3.000000e+00 16 40 
-10211 5.000000e+00 52 1.000000e-02 3.000000e+00 16 40 
333 5.000000e+00 52 1.000000e-02 3.000000e+00 16 40 
3122 5.000000e+00 52 1.000000e-02 3.000000e+00 16 40 
-3122 5.000000e+00 52 1.000000e-02 3.000000e+00 16 40 
10223 5.000000e+00 52 1.000000e-02 3.000000e+00 16 40 
3222 5.000000e+00 52 1.000000e-02 3.000000e+00 16 40 
-3222 5.000000e+00 52 1.000000e-02 3.000000e+00 16 40 
3212 5.000000e+00 52 1.000000e-02 3.000000e+00 16 40 
-3212 5.000000e+00 52 1.000000e-02 3.000000e+00 16 40 
3112 5.000000e+00 52 1.000000e-02 3.000000e+00 16 40 
-3112 5.000000e+00 52 1.000000e-02 3.000000e+00 16 40 
20213 5.000000e+00 52 1.000000e-02 3.000000e+00 16 40 
20113 5.000000e+00 52 1.000000e-02 3.000000e+00 16 40 
-20213 5.000000e+00 52 1.000000e-02 3.000000e+00 16 40 
2224 5.000000e+00 52 1.000000e-02 3.000000e+00 16 40 
