2.017737e-02 2.017850e-02 2.017948e-02 2.018028e-02 2.018087e-02 2.018122e-02 2.018131e-02 2.018113e-02 2.018065e-02 2.017987e-02 2.017882e-02 2.017749e-02 2.017593e-02 2.017418e-02 2.017229e-02 2.017032e-02 2.016833e-02 2.016639e-02 2.016455e-02 2.016289e-02 2.016145e-02 2.016027e-02 2.015938e-02 2.015881e-02 2.015855e-02 2.015860e-02 2.015895e-02 2.015957e-02 2.016044e-02 2.016150e-02 2.016274e-02 2.016411e-02 2.016557e-02 2.016710e-02 2.016866e-02 2.017022e-02 2.017177e-02 2.017328e-02 2.017473e-02 2.017610e-02 
2.017995e-02 2.018252e-02 2.018494e-02 2.018715e-02 2.018904e-02 2.019050e-02 2.019141e-02 2.019166e-02 2.019114e-02 2.018980e-02 2.018761e-02 2.018458e-02 2.018079e-02 2.017635e-02 2.017141e-02 2.016618e-02 2.016086e-02 2.015566e-02 2.015082e-02 2.014650e-02 2.014289e-02 2.014009e-02 2.013818e-02 2.013718e-02 2.013709e-02 2.013783e-02 2.013931e-02 2.014141e-02 2.014400e-02 2.014694e-02 2.015009e-02 2.015336e-02 2.015664e-02 2.015986e-02 2.016300e-02 2.016603e-02 2.016897e-02 2.017181e-02 2.017458e-02 2.017730e-02 
2.014947e-02 2.015559e-02 2.016319e-02 2.017197e-02 2.018139e-02 2.019071e-02 2.019904e-02 2.020545e-02 2.020907e-02 2.020921e-02 2.020539e-02 2.019748e-02 2.018565e-02 2.017039e-02 2.015250e-02 2.013298e-02 2.011295e-02 2.009355e-02 2.007587e-02 2.006084e-02 2.004917e-02 2.004133e-02 2.003750e-02 2.003760e-02 2.004132e-02 2.004810e-02 2.005728e-02 2.006806e-02 2.007963e-02 2.009121e-02 2.010210e-02 2.011176e-02 2.011983e-02 2.012618e-02 2.013090e-02 2.013428e-02 2.013679e-02 2.013899e-02 2.014149e-02 2.014484e-02 
1.997241e-02 1.998111e-02 1.999947e-02 2.002676e-02 2.006099e-02 2.009902e-02 2.013696e-02 2.017054e-02 2.019567e-02 2.020891e-02 2.020790e-02 2.019166e-02 2.016071e-02 2.011701e-02 2.006374e-02 2.000486e-02 1.994474e-02 1.988765e-02 1.983738e-02 1.979696e-02 1.976843e-02 1.975281e-02 1.975016e-02 1.975965e-02 1.977972e-02 1.980826e-02 1.984275e-02 1.988041e-02 1.991837e-02 1.995386e-02 1.998440e-02 2.000799e-02 2.002332e-02 2.002994e-02 2.002837e-02 2.002007e-02 2.000734e-02 1.999310e-02 1.998056e-02 1.997280e-02 
1.946870e-02 1.947152e-02 1.950703e-02 1.957417e-02 1.966763e-02 1.977827e-02 1.989410e-02 2.000164e-02 2.008765e-02 2.014088e-02 2.015360e-02 2.012261e-02 2.004968e-02 1.994126e-02 1.980745e-02 1.966066e-02 1.951385e-02 1.937896e-02 1.926569e-02 1.918070e-02 1.912748e-02 1.910659e-02 1.911627e-02 1.915306e-02 1.921243e-02 1.928918e-02 1.937765e-02 1.947179e-02 1.956521e-02 1.965129e-02 1.972353e-02 1.977611e-02 1.980463e-02 1.980687e-02 1.978341e-02 1.973789e-02 1.967688e-02 1.960930e-02 1.954540e-02 1.949551e-02 
1.842038e-02 1.839704e-02 1.845281e-02 1.858745e-02 1.879040e-02 1.904127e-02 1.931172e-02 1.956892e-02 1.977994e-02 1.991655e-02 1.995938e-02 1.990073e-02 1.974565e-02 1.951115e-02 1.922348e-02 1.891402e-02 1.861426e-02 1.835126e-02 1.814429e-02 1.800360e-02 1.793096e-02 1.792166e-02 1.796713e-02 1.805729e-02 1.818232e-02 1.833347e-02 1.850284e-02 1.868248e-02 1.886316e-02 1.903355e-02 1.918028e-02 1.928918e-02 1.934760e-02 1.934710e-02 1.928569e-02 1.916929e-02 1.901169e-02 1.883332e-02 1.865873e-02 1.851342e-02 
1.663458e-02 1.655535e-02 1.662538e-02 1.684809e-02 1.720769e-02 1.766838e-02 1.817659e-02 1.866746e-02 1.907485e-02 1.934228e-02 1.943165e-02 1.932824e-02 1.904259e-02 1.860944e-02 1.808330e-02 1.752969e-02 1.701317e-02 1.658549e-02 1.627796e-02 1.609980e-02 1.604188e-02 1.608360e-02 1.620026e-02 1.636913e-02 1.657317e-02 1.680216e-02 1.705140e-02 1.731826e-02 1.759712e-02 1.787484e-02 1.812891e-02 1.833000e-02 1.844819e-02 1.846045e-02 1.835673e-02 1.814333e-02 1.784339e-02 1.749463e-02 1.714435e-02 1.684255e-02 
1.404719e-02 1.388962e-02 1.395695e-02 1.425979e-02 1.478195e-02 1.547425e-02 1.625356e-02 1.701319e-02 1.764405e-02 1.805715e-02 1.819689e-02 1.804316e-02 1.761017e-02 1.694846e-02 1.614530e-02 1.531327e-02 1.456531e-02 1.398721e-02 1.362117e-02 1.346543e-02 1.348577e-02 1.363184e-02 1.385289e-02 1.410896e-02 1.437578e-02 1.464525e-02 1.492355e-02 1.522562e-02 1.556349e-02 1.593178e-02 1.629938e-02 1.661404e-02 1.681806e-02 1.686595e-02 1.673522e-02 1.642949e-02 1.597887e-02 1.543897e-02 1.488467e-02 1.439678e-02 
1.084182e-02 1.061610e-02 1.066118e-02 1.099635e-02 1.161447e-02 1.246393e-02 1.343779e-02 1.438752e-02 1.516345e-02 1.565862e-02 1.582327e-02 1.564534e-02 1.513226e-02 1.432467e-02 1.332378e-02 1.228805e-02 1.138680e-02 1.074329e-02 1.040504e-02 1.034905e-02 1.050549e-02 1.078592e-02 1.111086e-02 1.142809e-02 1.171269e-02 1.195919e-02 1.218305e-02 1.242405e-02 1.272919e-02 1.311718e-02 1.355311e-02 1.395561e-02 1.423294e-02 1.432024e-02 1.419067e-02 1.384460e-02 1.330616e-02 1.263520e-02 1.192948e-02 1.130049e-02 
7.482685e-03 7.238768e-03 7.253658e-03 7.552882e-03 8.145921e-03 8.993191e-03 9.981025e-03 1.093443e-02 1.167984e-02 1.212167e-02 1.225702e-02 1.210728e-02 1.165777e-02 1.089475e-02 9.892968e-03 8.835973e-03 7.939405e-03 7.353787e-03 7.123568e-03 7.204478e-03 7.496801e-03 7.877942e-03 8.246922e-03 8.559953e-03 8.812167e-03 8.995500e-03 9.110558e-03 9.210787e-03 9.388809e-03 9.703551e-03 1.012434e-02 1.053978e-02 1.082572e-02 1.091693e-02 1.081003e-02 1.050833e-02 1.000531e-02 9.335976e-03 8.607757e-03 7.956322e-03 
