0.35 6.578795735 10.35770072 0.5 0.001161549513 -0.008459855764 -0.004240853088 2.090066934e-07 1.000075274 -0.008039346539 -0.003203714141 0 0.9123162696 0.7333972694 0 1.463931277 1.007390547e-06 -5.518957206e-05 -2.139095304e-05 0 0.003496064693 -2.302105598e-05 0 0.003529378027 0 -0.007024435329
0.35 6.519838097 10.5 0.5 0.002318878225 -0.02 -0.00755067444 -1.374417018e-05 1.000075883 -0.008154530907 -0.002955994813 0 0.9123162696 0.7333972694 0 1.463931277 9.933539428e-07 -5.628771252e-05 -1.905933111e-05 0 0.003583873251 -2.073229626e-05 0 0.003616804155 0 -0.007199684053
0.35 6.461517632 10.7 0.5 0.001697350004 -0.02 -0.004113418463 0 1.000072064 -0.008162539644 -0.002191842213 0 0.9123162696 0.7333972694 0 1.463931277 9.28662912e-07 -5.522871688e-05 -1.365847131e-05 0 0.003524846393 -1.454877596e-05 0 0.003554291884 0 -0.007078209614
0.35 6.433501988 10.9 0.5 0.001425791896 -0.02 -0.001489710427 2.078499747e-06 1.000070206 -0.008277609408 -0.000887631702 0 0.9123162696 0.7333972694 0 1.463931277 9.05731369e-07 -5.539264341e-05 -5.419199846e-06 0 0.003476226843 -5.928468486e-06 0 0.003503914887 0 -0.006979235999
0.35 6.43121414 11.1 0.5 0.001424966989 -0.02 0.001032140798 2.051002835e-06 1.000070575 -0.008333321349 0.0005917159229 0 0.9123162696 0.7333972694 0 1.463931277 9.08520685e-07 -5.55874813e-05 4.011245446e-06 0 0.00347379654 1.875574482e-06 0 0.003499882253 0 -0.006972770272
0.35 6.460158624 11.3 0.5 0.001730557033 -0.02 0.004756756122 -3.599890026e-20 1.000074351 -0.008233684441 0.002238175139 0 0.9123162696 0.7333972694 0 1.463931277 9.350377241e-07 -5.498746531e-05 1.469102796e-05 0 0.00355041802 8.783433861e-06 0 0.003572564405 0 -0.007122047387
0.35 6.541971203 11.49296684 0.5 0.001808355616 -0.01859336763 0.0116057595 9.127789147e-07 1.000076828 -0.007712589484 0.003956140487 0 0.9123162696 0.7333972694 0 1.463931277 1.005734163e-06 -5.398981533e-05 2.683597833e-05 0 0.003685758813 1.644508019e-05 0 0.003703300093 0 -0.007388053171
0.35 6.750157582 9.923587725 0.5 0.001582766597 -0.01528245501 -0.009968483648 -3.334871681e-07 1.00008839 -0.008191823801 -0.004516297256 0 0.9123162696 0.7333972694 0 1.463931277 1.178821693e-06 -5.771352527e-05 -3.024910629e-05 0 0.003643947296 -2.715620668e-05 0 0.003662020226 0 -0.007304788701
0.35 6.664189026 10.1 0.5 0.001713512557 -0.02 -0.007225227509 -1.23643871e-05 1.000081305 -0.008128142807 -0.003828932478 0 0.9123162696 0.7333972694 0 1.463931277 1.079202165e-06 -5.723013657e-05 -2.532317684e-05 0 0.003672190344 -2.634285299e-05 0 0.003698211042 0 -0.007369322184
0.35 6.614031444 10.25770072 0.5 0.0007737286163 -0.01154014424 -0.002806288843 3.167569069e-08 1.00007495 -0.007966865747 -0.00336095122 0 0.9123162696 0.7333972694 0 1.463931277 1.008599469e-06 -5.498088825e-05 -2.236441763e-05 0 0.003522197926 -2.444998256e-05 0 0.003552918769 0 -0.007074108096
0.35 6.603587249 11.59296684 0.5 0.0001100140318 -0.001406632369 0.0007174498526 2.762659643e-09 1.000074805 -0.007214061966 0.004752588529 0 0.9123162696 0.7333972694 0 1.463931277 1.01864517e-06 -4.948109991e-05 3.246567518e-05 0 0.003469186955 2.035041076e-05 0 0.00348224236 0 -0.00695041067
0.35 6.696089777 11.7 0.5 0.002507747954 -0.02 0.01778305572 -3.149025608e-05 1.00007687 -0.006465320357 0.005734031136 0 0.9123162696 0.7333972694 0 1.463931277 1.053083362e-06 -4.804080666e-05 4.26297459e-05 0 0.004046072032 2.108240996e-05 0 0.004050161834 0 -0.008095180783
0.35 6.792502528 11.80683244 0.5 0.0002359548268 -0.001366487964 0.001499494427 -2.262437236e-09 1.000074955 -0.00556022713 0.006606753802 0 0.9123162696 0.7333972694 0 1.463931277 1.010668206e-06 -3.795442663e-05 4.516109965e-05 0 0.003476284296 2.190713223e-05 0 0.003469548356 0 -0.006944821984
0.35 6.98050302 9.578773935 0.5 0.0005983041624 -0.004245213078 -0.003899395968 2.588677961e-09 1.000098681 -0.007469868345 -0.006494497523 0 0.9123162696 0.7333972694 0 1.463931277 1.297834937e-06 -5.0760097e-05 -4.361526479e-05 0 0.003493961792 -3.31058045e-05 0 0.003494312161 0 -0.006986976119
0.35 6.890606928 9.7 0.5 0.002077894836 -0.02 -0.01407982255 0 1.000095723 -0.007800680972 -0.005782171612 0 0.9123162696 0.7333972694 0 1.463931277 1.323661801e-06 -5.864569296e-05 -4.227083109e-05 0 0.004030821615 -3.198232486e-05 0 0.004038099921 0 -0.008067597874
0.35 6.810103907 9.823587725 0.5 0.0003170613823 -0.004717544992 -0.002020781482 -5.880895941e-08 1.00008995 -0.008054416764 -0.004976115862 0 0.9123162696 0.7333972694 0 1.463931277 1.199649856e-06 -5.506143958e-05 -3.341627165e-05 0 0.003503544324 -2.783742462e-05 0 0.003515164099 0 -0.007017508773
0.35 6.9 11.88379308 0.5 0.002425382582 -0.01402563972 0.02 1.804180178e-19 1.000078243 -0.00466779022 0.007359692021 0 0.9123162696 0.7333972694 0 1.463931277 1.020136441e-06 -3.281769515e-05 5.21800349e-05 0 0.003848473476 1.905330517e-05 0 0.003834217808 0 -0.007681671147
0.35 7.177493965 9.378673049 0.5 0.0006560338014 -0.004265390149 -0.004501207054 7.700334685e-08 1.00009728 -0.00649119262 -0.007390220162 0 0.9123162696 0.7333972694 0 1.463931277 1.288797623e-06 -4.358985619e-05 -5.054753631e-05 0 0.003498702549 -3.716841255e-05 0 0.003504106326 0 -0.007001520078
0.35 7.077493965 9.478773935 0.5 0.002396182793 -0.01575478692 -0.01549879295 6.144270622e-07 1.00010157 -0.007034175732 -0.007097224655 0 0.9123162696 0.7333972694 0 1.463931277 1.383658427e-06 -5.222807947e-05 -5.237807083e-05 0 0.00406043099 -3.611714708e-05 0 0.004061207279 0 -0.00812025461
0.35 7.08652381 11.97696064 0.5 0.001488619617 -0.004607872314 0.01730476202 -5.116199367e-07 1.000076187 -0.003056427894 0.008105704829 0 0.9123162696 0.7333972694 0 1.463931277 1.000634989e-06 -2.041382457e-05 5.547919938e-05 0 0.003595504879 1.359308644e-05 0 0.003577681857 0 -0.007172186101
