#x [fm] 	 y [fm] 	 ux 	 uy 	 gamma 
5.20236	-5.60254	0	0	0
5.40245	-5.60254	0	0	0
5.60254	-5.60254	0	0	0
5.80263	-5.60254	0	0	0
6.00272	-5.60254	0	0	0
6.20281	-5.60254	0	0	0
6.4029	-5.60254	0	0	0
6.603	-5.60254	0	0	0
6.80309	-5.60254	0	0	0
7.00318	-5.60254	0	0	0
7.20327	-5.60254	0	0	0
7.40336	-5.60254	0	0	0
7.60345	-5.60254	0	0	0
7.80354	-5.60254	0	0	0
8.00363	-5.60254	0	0	0
8.20372	-5.60254	0	0	0
8.40381	-5.60254	0	0	0
8.6039	-5.60254	0	0	0
8.80399	-5.60254	0	0	0
9.00408	-5.60254	0	0	0
9.20418	-5.60254	0	0	0
9.40427	-5.60254	0	0	0
9.60436	-5.60254	0	0	0
9.80445	-5.60254	0	0	0
10.0045	-5.60254	0	0	0
-9.80445	-5.40245	0	0	0
-9.60436	-5.40245	0	0	0
-9.40427	-5.40245	0	0	0
-9.20418	-5.40245	0	0	0
-9.00408	-5.40245	0	0	0
-8.80399	-5.40245	0	0	0
-8.6039	-5.40245	0	0	0
-8.40381	-5.40245	0	0	0
-8.20372	-5.40245	0	0	0
-8.00363	-5.40245	0	0	0
-7.80354	-5.40245	0	0	0
-7.60345	-5.40245	0	0	0
-7.40336	-5.40245	0	0	0
-7.20327	-5.40245	0	0	0
-7.00318	-5.40245	0	0	0
-6.80309	-5.40245	0	0	0
-6.603	-5.40245	0	0	0
-6.4029	-5.40245	0	0	0
-6.20281	-5.40245	0	0	0
-6.00272	-5.40245	0	0	0
-5.80263	-5.40245	0	0	0
-5.60254	-5.40245	0	0	0
-5.40245	-5.40245	0	0	0
-5.20236	-5.40245	0	0	0
-5.00227	-5.40245	0	0	0
-4.80218	-5.40245	0	0	0
-4.60209	-5.40245	0	0	0
-4.402	-5.40245	0	0	0
-4.20191	-5.40245	0	0	0
-4.00182	-5.40245	0	0	0
-3.80172	-5.40245	0	0	0
-3.60163	-5.40245	0	0	0
-3.40154	-5.40245	0	0	0
-3.20145	-5.40245	0	0	0
-3.00136	-5.40245	0	0	0
-2.80127	-5.40245	0	0	0
-2.60118	-5.40245	0	0	0
-2.40109	-5.40245	0	0	0
-2.201	-5.40245	0	0	0
-2.00091	-5.40245	0	0	0
-1.80082	-5.40245	0	0	0
-1.60073	-5.40245	0	0	0
-1.40064	-5.40245	0	0	0
-1.20054	-5.40245	0	0	0
-1.00045	-5.40245	0	0	0
-0.800363	-5.40245	0	0	0
-0.600272	-5.40245	0	0	0
-0.400182	-5.40245	0	0	0
-0.200091	-5.40245	0	0	0
0	-5.40245	0	0	0
0.200091	-5.40245	0	0	0
0.400182	-5.40245	0	0	0
0.600272	-5.40245	0	0	0
0.800363	-5.40245	0	0	0
1.00045	-5.40245	0	0	0
1.20054	-5.40245	0	0	0
1.40064	-5.40245	0	0	0
1.60073	-5.40245	0	0	0
1.80082	-5.40245	0	0	0
2.00091	-5.40245	0	0	0
2.201	-5.40245	0	0	0
2.40109	-5.40245	0	0	0
2.60118	-5.40245	0	0	0
2.80127	-5.40245	0	0	0
3.00136	-5.40245	0	0	0
3.20145	-5.40245	0	0	0
3.40154	-5.40245	0	0	0
3.60163	-5.40245	0	0	0
3.80172	-5.40245	0	0	0
4.00182	-5.40245	0	0	0
4.20191	-5.40245	0	0	0
4.402	-5.40245	0	0	0
4.60209	-5.40245	0	0	0
4.80218	-5.40245	0	0	0
5.00227	-5.40245	0	0	0
5.20236	-5.40245	0	0	0
5.40245	-5.40245	0	0	0
5.60254	-5.40245	0	0	0
5.80263	-5.40245	0	0	0
6.00272	-5.40245	0	0	0
6.20281	-5.40245	0	0	0
6.4029	-5.40245	0	0	0
6.603	-5.40245	0	0	0
6.80309	-5.40245	0	0	0
7.00318	-5.40245	0	0	0
7.20327	-5.40245	0	0	0
7.40336	-5.40245	0	0	0
7.60345	-5.40245	0	0	0
7.80354	-5.40245	0	0	0
8.00363	-5.40245	0	0	0
8.20372	-5.40245	0	0	0
8.40381	-5.40245	0	0	0
8.6039	-5.40245	0	0	0
8.80399	-5.40245	0	0	0
9.00408	-5.40245	0	0	0
9.20418	-5.40245	0	0	0
9.40427	-5.40245	0	0	0
9.60436	-5.40245	0	0	0
9.80445	-5.40245	0	0	0
10.0045	-5.40245	0	0	0
-9.80445	-5.20236	0	0	0
-9.60436	-5.20236	0	0	0
-9.40427	-5.20236	0	0	0
-9.20418	-5.20236	0	0	0
-9.00408	-5.20236	0	0	0
-8.80399	-5.20236	0	0	0
-8.6039	-5.20236	0	0	0
-8.40381	-5.20236	0	0	0
-8.20372	-5.20236	0	0	0
-8.00363	-5.20236	0	0	0
-7.80354	-5.20236	0	0	0
-7.60345	-5.20236	0	0	0
-7.40336	-5.20236	0	0	0
-7.20327	-5.20236	0	0	0
-7.00318	-5.20236	0	0	0
-6.80309	-5.20236	0	0	0
-6.603	-5.20236	0	0	0
-6.4029	-5.20236	0	0	0
-6.20281	-5.20236	0	0	0
-6.00272	-5.20236	0	0	0
-5.80263	-5.20236	0	0	0
-5.60254	-5.20236	0	0	0
-5.40245	-5.20236	0	0	0
-5.20236	-5.20236	0	0	0
-5.00227	-5.20236	0	0	0
-4.80218	-5.20236	0	0	0
-4.60209	-5.20236	0	0	0
-4.402	-5.20236	0	0	0
-4.20191	-5.20236	0	0	0
-4.00182	-5.20236	0	0	0
-3.80172	-5.20236	0	0	0
-3.60163	-5.20236	0	0	0
-3.40154	-5.20236	0	0	0
-3.20145	-5.20236	0	0	0
-3.00136	-5.20236	0	0	0
-2.80127	-5.20236	0	0	0
-2.60118	-5.20236	0	0	0
-2.40109	-5.20236	0	0	0
-2.201	-5.20236	0	0	0
-2.00091	-5.20236	0	0	0
-1.80082	-5.20236	0	0	0
-1.60073	-5.20236	0	0	0
-1.40064	-5.20236	0	0	0
-1.20054	-5.20236	0	0	0
-1.00045	-5.20236	0	0	0
-0.800363	-5.20236	0	0	0
-0.600272	-5.20236	0	0	0
-0.400182	-5.20236	0	0	0
-0.200091	-5.20236	0	0	0
0	-5.20236	0	0	0
0.200091	-5.20236	0	0	0
0.400182	-5.20236	0	0	0
0.600272	-5.20236	0	0	0
0.800363	-5.20236	0	0	0
1.00045	-5.20236	0	0	0
1.20054	-5.20236	0	0	0
1.40064	-5.20236	0	0	0
1.60073	-5.20236	0	0	0
1.80082	-5.20236	0	0	0
2.00091	-5.20236	0	0	0
2.201	-5.20236	0	0	0
2.40109	-5.20236	0	0	0
2.60118	-5.20236	0	0	0
2.80127	-5.20236	0	0	0
3.00136	-5.20236	0	0	0
3.20145	-5.20236	0	0	0
3.40154	-5.20236	0	0	0
3.60163	-5.20236	0	0	0
3.80172	-5.20236	0	0	0
4.00182	-5.20236	0	0	0
4.20191	-5.20236	0	0	0
4.402	-5.20236	0	0	0
4.60209	-5.20236	0	0	0
4.80218	-5.20236	0	0	0
5.00227	-5.20236	0	0	0
5.20236	-5.20236	0	0	0
5.40245	-5.20236	0	0	0
5.60254	-5.20236	0	0	0
5.80263	-5.20236	0	0	0
6.00272	-5.20236	0	0	0
6.20281	-5.20236	0	0	0
6.4029	-5.20236	0	0	0
6.603	-5.20236	0	0	0
6.80309	-5.20236	0	0	0
7.00318	-5.20236	0	0	0
7.20327	-5.20236	0	0	0
7.40336	-5.20236	0	0	0
7.60345	-5.20236	0	0	0
7.80354	-5.20236	0	0	0
8.00363	-5.20236	0	0	0
8.20372	-5.20236	0	0	0
8.40381	-5.20236	0	0	0
8.6039	-5.20236	0	0	0
8.80399	-5.20236	0	0	0
9.00408	-5.20236	0	0	0
9.20418	-5.20236	0	0	0
9.40427	-5.20236	0	0	0
9.60436	-5.20236	0	0	0
9.80445	-5.20236	0	0	0
10.0045	-5.20236	0	0	0
-9.80445	-5.00227	0	0	0
-9.60436	-5.00227	0	0	0
-9.40427	-5.00227	0	0	0
-9.20418	-5.00227	0	0	0
-9.00408	-5.00227	0	0	0
-8.80399	-5.00227	0	0	0
-8.6039	-5.00227	0	0	0
-8.40381	-5.00227	0	0	0
-8.20372	-5.00227	0	0	0
-8.00363	-5.00227	0	0	0
-7.80354	-5.00227	0	0	0
-7.60345	-5.00227	0	0	0
-7.40336	-5.00227	0	0	0
-7.20327	-5.00227	0	0	0
-7.00318	-5.00227	0	0	0
-6.80309	-5.00227	0	0	0
-6.603	-5.00227	0	0	0
-6.4029	-5.00227	0	0	0
-6.20281	-5.00227	0	0	0
-6.00272	-5.00227	0	0	0
-5.80263	-5.00227	0	0	0
-5.60254	-5.00227	0	0	0
-5.40245	-5.00227	0	0	0
-5.20236	-5.00227	0	0	0
-5.00227	-5.00227	0	0	0
-4.80218	-5.00227	0	0	0
-4.60209	-5.00227	0	0	0
-4.402	-5.00227	0	0	0
-4.20191	-5.00227	0	0	0
-4.00182	-5.00227	0	0	0
-3.80172	-5.00227	0	0	0
-3.60163	-5.00227	0	0	0
-3.40154	-5.00227	0	0	0
-3.20145	-5.00227	0	0	0
-3.00136	-5.00227	0	0	0
-2.80127	-5.00227	0	0	0
-2.60118	-5.00227	0	0	0
-2.40109	-5.00227	0	0	0
-2.201	-5.00227	0	0	0
-2.00091	-5.00227	0	0	0
-1.80082	-5.00227	0	0	0
-1.60073	-5.00227	0	0	0
-1.40064	-5.00227	0	0	0
-1.20054	-5.00227	0	0	0
-1.00045	-5.00227	0	0	0
-0.800363	-5.00227	0	0	0
-0.600272	-5.00227	0	0	0
-0.400182	-5.00227	0	0	0
-0.200091	-5.00227	0	0	0
0	-5.00227	0	0	0
0.200091	-5.00227	0	0	0
0.400182	-5.00227	0	0	0
0.600272	-5.00227	0	0	0
0.800363	-5.00227	0	0	0
1.00045	-5.00227	0	0	0
1.20054	-5.00227	0	0	0
1.40064	-5.00227	0	0	0
1.60073	-5.00227	0	0	0
1.80082	-5.00227	0	0	0
2.00091	-5.00227	0	0	0
2.201	-5.00227	0	0	0
2.40109	-5.00227	0	0	0
2.60118	-5.00227	0	0	0
2.80127	-5.00227	0	0	0
3.00136	-5.00227	0	0	0
3.20145	-5.00227	0	0	0
3.40154	-5.00227	0	0	0
3.60163	-5.00227	0	0	0
3.80172	-5.00227	0	0	0
4.00182	-5.00227	0	0	0
4.20191	-5.00227	0	0	0
4.402	-5.00227	0	0	0
4.60209	-5.00227	0	0	0
4.80218	-5.00227	0	0	0
5.00227	-5.00227	0	0	0
5.20236	-5.00227	0	0	0
5.40245	-5.00227	0	0	0
5.60254	-5.00227	0	0	0
5.80263	-5.00227	0	0	0
6.00272	-5.00227	0	0	0
6.20281	-5.00227	0	0	0
6.4029	-5.00227	0	0	0
6.603	-5.00227	0	0	0
6.80309	-5.00227	0	0	0
7.00318	-5.00227	0	0	0
7.20327	-5.00227	0	0	0
7.40336	-5.00227	0	0	0
7.60345	-5.00227	0	0	0
7.80354	-5.00227	0	0	0
8.00363	-5.00227	0	0	0
8.20372	-5.00227	0	0	0
8.40381	-5.00227	0	0	0
8.6039	-5.00227	0	0	0
8.80399	-5.00227	0	0	0
9.00408	-5.00227	0	0	0
9.20418	-5.00227	0	0	0
9.40427	-5.00227	0	0	0
9.60436	-5.00227	0	0	0
9.80445	-5.00227	0	0	0
10.0045	-5.00227	0	0	0
-9.80445	-4.80218	0	0	0
-9.60436	-4.80218	0	0	0
-9.40427	-4.80218	0	0	0
-9.20418	-4.80218	0	0	0
-9.00408	-4.80218	0	0	0
-8.80399	-4.80218	0	0	0
-8.6039	-4.80218	0	0	0
-8.40381	-4.80218	0	0	0
-8.20372	-4.80218	0	0	0
-8.00363	-4.80218	0	0	0
-7.80354	-4.80218	0	0	0
-7.60345	-4.80218	0	0	0
-7.40336	-4.80218	0	0	0
-7.20327	-4.80218	0	0	0
-7.00318	-4.80218	0	0	0
-6.80309	-4.80218	0	0	0
-6.603	-4.80218	0	0	0
-6.4029	-4.80218	0	0	0
-6.20281	-4.80218	0	0	0
-6.00272	-4.80218	0	0	0
-5.80263	-4.80218	0	0	0
-5.60254	-4.80218	0	0	0
-5.40245	-4.80218	0	0	0
-5.20236	-4.80218	0	0	0
-5.00227	-4.80218	0	0	0
-4.80218	-4.80218	0	0	0
-4.60209	-4.80218	0	0	0
-4.402	-4.80218	0	0	0
-4.20191	-4.80218	0	0	0
-4.00182	-4.80218	0	0	0
-3.80172	-4.80218	0	0	0
-3.60163	-4.80218	0	0	0
-3.40154	-4.80218	0	0	0
-3.20145	-4.80218	0	0	0
-3.00136	-4.80218	0	0	0
-2.80127	-4.80218	0	0	0
-2.60118	-4.80218	0	0	0
-2.40109	-4.80218	0	0	0
-2.201	-4.80218	0	0	0
-2.00091	-4.80218	0	0	0
-1.80082	-4.80218	0	0	0
-1.60073	-4.80218	0	0	0
-1.40064	-4.80218	0	0	0
-1.20054	-4.80218	0	0	0
-1.00045	-4.80218	0	0	0
-0.800363	-4.80218	0	0	0
-0.600272	-4.80218	0	0	0
-0.400182	-4.80218	0	0	0
-0.200091	-4.80218	0	0	0
0	-4.80218	0	0	0
0.200091	-4.80218	0	0	0
0.400182	-4.80218	0	0	0
0.600272	-4.80218	0	0	0
0.800363	-4.80218	0	0	0
1.00045	-4.80218	0	0	0
1.20054	-4.80218	0	0	0
1.40064	-4.80218	0	0	0
1.60073	-4.80218	0	0	0
1.80082	-4.80218	0	0	0
2.00091	-4.80218	0	0	0
2.201	-4.80218	0	0	0
2.40109	-4.80218	0	0	0
2.60118	-4.80218	0	0	0
2.80127	-4.80218	0	0	0
3.00136	-4.80218	0	0	0
3.20145	-4.80218	0	0	0
3.40154	-4.80218	0	0	0
3.60163	-4.80218	0	0	0
3.80172	-4.80218	0	0	0
4.00182	-4.80218	0	0	0
4.20191	-4.80218	0	0	0
4.402	-4.80218	0	0	0
4.60209	-4.80218	0	0	0
4.80218	-4.80218	0	0	0
5.00227	-4.80218	0	0	0
5.20236	-4.80218	0	0	0
5.40245	-4.80218	0	0	0
5.60254	-4.80218	0	0	0
5.80263	-4.80218	0	0	0
6.00272	-4.80218	0	0	0
6.20281	-4.80218	0	0	0
6.4029	-4.80218	0	0	0
6.603	-4.80218	0	0	0
6.80309	-4.80218	0	0	0
7.00318	-4.80218	0	0	0
7.20327	-4.80218	0	0	0
7.40336	-4.80218	0	0	0
7.60345	-4.80218	0	0	0
7.80354	-4.80218	0	0	0
8.00363	-4.80218	0	0	0
8.20372	-4.80218	0	0	0
8.40381	-4.80218	0	0	0
8.6039	-4.80218	0	0	0
8.80399	-4.80218	0	0	0
9.00408	-4.80218	0	0	0
9.20418	-4.80218	0	0	0
9.40427	-4.80218	0	0	0
9.60436	-4.80218	0	0	0
9.80445	-4.80218	0	0	0
10.0045	-4.80218	0	0	0
-9.80445	-4.60209	0	0	0
-9.60436	-4.60209	0	0	0
-9.40427	-4.60209	0	0	0
-9.20418	-4.60209	0	0	0
-9.00408	-4.60209	0	0	0
-8.80399	-4.60209	0	0	0
-8.6039	-4.60209	0	0	0
-8.40381	-4.60209	0	0	0
-8.20372	-4.60209	0	0	0
-8.00363	-4.60209	0	0	0
-7.80354	-4.60209	0	0	0
-7.60345	-4.60209	0	0	0
-7.40336	-4.60209	0	0	0
-7.20327	-4.60209	0	0	0
-7.00318	-4.60209	0	0	0
-6.80309	-4.60209	0	0	0
-6.603	-4.60209	0	0	0
-6.4029	-4.60209	0	0	0
-6.20281	-4.60209	0	0	0
-6.00272	-4.60209	0	0	0
-5.80263	-4.60209	0	0	0
-5.60254	-4.60209	0	0	0
-5.40245	-4.60209	0	0	0
-5.20236	-4.60209	0	0	0
-5.00227	-4.60209	0	0	0
-4.80218	-4.60209	0	0	0
-4.60209	-4.60209	0	0	0
-4.402	-4.60209	0	0	0
-4.20191	-4.60209	0	0	0
-4.00182	-4.60209	0	0	0
-3.80172	-4.60209	0	0	0
-3.60163	-4.60209	0	0	0
-3.40154	-4.60209	0	0	0
-3.20145	-4.60209	0	0	0
-3.00136	-4.60209	0	0	0
-2.80127	-4.60209	0	0	0
-2.60118	-4.60209	0	0	0
-2.40109	-4.60209	0	0	0
-2.201	-4.60209	0	0	0
-2.00091	-4.60209	0	0	0
-1.80082	-4.60209	0	0	0
-1.60073	-4.60209	0	0	0
-1.40064	-4.60209	0	0	0
-1.20054	-4.60209	0	0	0
-1.00045	-4.60209	0	0	0
-0.800363	-4.60209	0	0	0
-0.600272	-4.60209	0	0	0
-0.400182	-4.60209	0	0	0
-0.200091	-4.60209	0	0	0
0	-4.60209	0	0	0
0.200091	-4.60209	0	0	0
0.400182	-4.60209	0	0	0
0.600272	-4.60209	0	0	0
0.800363	-4.60209	0	0	0
1.00045	-4.60209	0	0	0
1.20054	-4.60209	0	0	0
1.40064	-4.60209	0	0	0
1.60073	-4.60209	0	0	0
1.80082	-4.60209	0	0	0
2.00091	-4.60209	0	0	0
2.201	-4.60209	0	0	0
2.40109	-4.60209	0	0	0
2.60118	-4.60209	0	0	0
2.80127	-4.60209	0	0	0
3.00136	-4.60209	0	0	0
3.20145	-4.60209	0	0	0
3.40154	-4.60209	0	0	0
3.60163	-4.60209	0	0	0
3.80172	-4.60209	0	0	0
4.00182	-4.60209	0	0	0
4.20191	-4.60209	0	0	0
4.402	-4.60209	0	0	0
4.60209	-4.60209	0	0	0
4.80218	-4.60209	0	0	0
5.00227	-4.60209	0	0	0
5.20236	-4.60209	0	0	0
5.40245	-4.60209	0	0	0
5.60254	-4.60209	0	0	0
5.80263	-4.60209	0	0	0
6.00272	-4.60209	0	0	0
6.20281	-4.60209	0	0	0
6.4029	-4.60209	0	0	0
6.603	-4.60209	0	0	0
6.80309	-4.60209	0	0	0
7.00318	-4.60209	0	0	0
7.20327	-4.60209	0	0	0
7.40336	-4.60209	0	0	0
7.60345	-4.60209	0	0	0
7.80354	-4.60209	0	0	0
8.00363	-4.60209	0	0	0
8.20372	-4.60209	0	0	0
8.40381	-4.60209	0	0	0
8.6039	-4.60209	0	0	0
8.80399	-4.60209	0	0	0
9.00408	-4.60209	0	0	0
9.20418	-4.60209	0	0	0
9.40427	-4.60209	0	0	0
9.60436	-4.60209	0	0	0
9.80445	-4.60209	0	0	0
10.0045	-4.60209	0	0	0
-9.80445	-4.402	0	0	0
-9.60436	-4.402	0	0	0
-9.40427	-4.402	0	0	0
-9.20418	-4.402	0	0	0
-9.00408	-4.402	0	0	0
-8.80399	-4.402	0	0	0
-8.6039	-4.402	0	0	0
-8.40381	-4.402	0	0	0
-8.20372	-4.402	0	0	0
-8.00363	-4.402	0	0	0
-7.80354	-4.402	0	0	0
-7.60345	-4.402	0	0	0
-7.40336	-4.402	0	0	0
-7.20327	-4.402	0	0	0
-7.00318	-4.402	0	0	0
-6.80309	-4.402	0	0	0
-6.603	-4.402	0	0	0
-6.4029	-4.402	0	0	0
-6.20281	-4.402	0	0	0
-6.00272	-4.402	0	0	0
-5.80263	-4.402	0	0	0
-5.60254	-4.402	0	0	0
-5.40245	-4.402	0	0	0
-5.20236	-4.402	0	0	0
-5.00227	-4.402	0	0	0
-4.80218	-4.402	0	0	0
-4.60209	-4.402	0	0	0
-4.402	-4.402	0	0	0
-4.20191	-4.402	0	0	0
-4.00182	-4.402	0	0	0
-3.80172	-4.402	0	0	0
-3.60163	-4.402	0	0	0
-3.40154	-4.402	0	0	0
-3.20145	-4.402	0	0	0
-3.00136	-4.402	0	0	0
-2.80127	-4.402	0	0	0
-2.60118	-4.402	0	0	0
-2.40109	-4.402	0	0	0
-2.201	-4.402	0	0	0
-2.00091	-4.402	0	0	0
-1.80082	-4.402	0	0	0
-1.60073	-4.402	0	0	0
-1.40064	-4.402	0	0	0
-1.20054	-4.402	0	0	0
-1.00045	-4.402	0	0	0
-0.800363	-4.402	0	0	0
-0.600272	-4.402	0	0	0
-0.400182	-4.402	0	0	0
-0.200091	-4.402	0	0	0
0	-4.402	0	0	0
0.200091	-4.402	0	0	0
0.400182	-4.402	0	0	0
0.600272	-4.402	0	0	0
0.800363	-4.402	0	0	0
1.00045	-4.402	0	0	0
1.20054	-4.402	0	0	0
1.40064	-4.402	0	0	0
1.60073	-4.402	0	0	0
1.80082	-4.402	0	0	0
2.00091	-4.402	0	0	0
2.201	-4.402	0	0	0
2.40109	-4.402	0	0	0
2.60118	-4.402	0	0	0
2.80127	-4.402	0	0	0
3.00136	-4.402	0	0	0
3.20145	-4.402	0	0	0
3.40154	-4.402	0	0	0
3.60163	-4.402	0	0	0
3.80172	-4.402	0	0	0
4.00182	-4.402	0	0	0
4.20191	-4.402	0	0	0
4.402	-4.402	0	0	0
4.60209	-4.402	0	0	0
4.80218	-4.402	0	0	0
5.00227	-4.402	0	0	0
5.20236	-4.402	0	0	0
5.40245	-4.402	0	0	0
5.60254	-4.402	0	0	0
5.80263	-4.402	0	0	0
6.00272	-4.402	0	0	0
6.20281	-4.402	0	0	0
6.4029	-4.402	0	0	0
6.603	-4.402	0	0	0
6.80309	-4.402	0	0	0
7.00318	-4.402	0	0	0
7.20327	-4.402	0	0	0
7.40336	-4.402	0	0	0
7.60345	-4.402	0	0	0
7.80354	-4.402	0	0	0
8.00363	-4.402	0	0	0
8.20372	-4.402	0	0	0
8.40381	-4.402	0	0	0
8.6039	-4.402	0	0	0
8.80399	-4.402	0	0	0
9.00408	-4.402	0	0	0
9.20418	-4.402	0	0	0
9.40427	-4.402	0	0	0
9.60436	-4.402	0	0	0
9.80445	-4.402	0	0	0
10.0045	-4.402	0	0	0
-9.80445	-4.20191	0	0	0
-9.60436	-4.20191	0	0	0
-9.40427	-4.20191	0	0	0
-9.20418	-4.20191	0	0	0
-9.00408	-4.20191	0	0	0
-8.80399	-4.20191	0	0	0
-8.6039	-4.20191	0	0	0
-8.40381	-4.20191	0	0	0
-8.20372	-4.20191	0	0	0
-8.00363	-4.20191	0	0	0
-7.80354	-4.20191	0	0	0
-7.60345	-4.20191	0	0	0
-7.40336	-4.20191	0	0	0
-7.20327	-4.20191	0	0	0
-7.00318	-4.20191	0	0	0
-6.80309	-4.20191	0	0	0
-6.603	-4.20191	0	0	0
-6.4029	-4.20191	0	0	0
-6.20281	-4.20191	0	0	0
-6.00272	-4.20191	0	0	0
-5.80263	-4.20191	0	0	0
-5.60254	-4.20191	0	0	0
-5.40245	-4.20191	0	0	0
-5.20236	-4.20191	0	0	0
-5.00227	-4.20191	0	0	0
-4.80218	-4.20191	0	0	0
-4.60209	-4.20191	0	0	0
-4.402	-4.20191	0	0	0
-4.20191	-4.20191	0	0	0
-4.00182	-4.20191	0	0	0
-3.80172	-4.20191	0	0	0
-3.60163	-4.20191	0	0	0
-3.40154	-4.20191	0	0	0
-3.20145	-4.20191	0	0	0
-3.00136	-4.20191	0	0	0
-2.80127	-4.20191	0	0	0
-2.60118	-4.20191	0	0	0
-2.40109	-4.20191	0	0	0
-2.201	-4.20191	0	0	0
-2.00091	-4.20191	0	0	0
-1.80082	-4.20191	0	0	0
-1.60073	-4.20191	0	0	0
-1.40064	-4.20191	0	0	0
-1.20054	-4.20191	0	0	0
-1.00045	-4.20191	0	0	0
-0.800363	-4.20191	0	0	0
-0.600272	-4.20191	0	0	0
-0.400182	-4.20191	0	0	0
-0.200091	-4.20191	0	0	0
0	-4.20191	0	0	0
0.200091	-4.20191	0	0	0
0.400182	-4.20191	0	0	0
0.600272	-4.20191	0	0	0
0.800363	-4.20191	0	0	0
1.00045	-4.20191	0	0	0
1.20054	-4.20191	0	0	0
1.40064	-4.20191	0	0	0
1.60073	-4.20191	0	0	0
1.80082	-4.20191	0	0	0
2.00091	-4.20191	0	0	0
2.201	-4.20191	0	0	0
2.40109	-4.20191	0	0	0
2.60118	-4.20191	0	0	0
2.80127	-4.20191	0	0	0
3.00136	-4.20191	0	0	0
3.20145	-4.20191	0	0	0
3.40154	-4.20191	0	0	0
3.60163	-4.20191	0	0	0
3.80172	-4.20191	0	0	0
4.00182	-4.20191	0	0	0
4.20191	-4.20191	0	0	0
4.402	-4.20191	0	0	0
4.60209	-4.20191	0	0	0
4.80218	-4.20191	0	0	0
5.00227	-4.20191	0	0	0
5.20236	-4.20191	0	0	0
5.40245	-4.20191	0	0	0
5.60254	-4.20191	0	0	0
5.80263	-4.20191	0	0	0
6.00272	-4.20191	0	0	0
6.20281	-4.20191	0	0	0
6.4029	-4.20191	0	0	0
6.603	-4.20191	0	0	0
6.80309	-4.20191	0	0	0
7.00318	-4.20191	0	0	0
7.20327	-4.20191	0	0	0
7.40336	-4.20191	0	0	0
7.60345	-4.20191	0	0	0
7.80354	-4.20191	0	0	0
8.00363	-4.20191	0	0	0
8.20372	-4.20191	0	0	0
8.40381	-4.20191	0	0	0
8.6039	-4.20191	0	0	0
8.80399	-4.20191	0	0	0
9.00408	-4.20191	0	0	0
9.20418	-4.20191	0	0	0
9.40427	-4.20191	0	0	0
9.60436	-4.20191	0	0	0
9.80445	-4.20191	0	0	0
10.0045	-4.20191	0	0	0
-9.80445	-4.00182	0	0	0
-9.60436	-4.00182	0	0	0
-9.40427	-4.00182	0	0	0
-9.20418	-4.00182	0	0	0
-9.00408	-4.00182	0	0	0
-8.80399	-4.00182	0	0	0
-8.6039	-4.00182	0	0	0
-8.40381	-4.00182	0	0	0
-8.20372	-4.00182	0	0	0
-8.00363	-4.00182	0	0	0
-7.80354	-4.00182	0	0	0
-7.60345	-4.00182	0	0	0
-7.40336	-4.00182	0	0	0
-7.20327	-4.00182	0	0	0
-7.00318	-4.00182	0	0	0
-6.80309	-4.00182	0	0	0
-6.603	-4.00182	0	0	0
-6.4029	-4.00182	0	0	0
-6.20281	-4.00182	0	0	0
-6.00272	-4.00182	0	0	0
-5.80263	-4.00182	0	0	0
-5.60254	-4.00182	0	0	0
-5.40245	-4.00182	0	0	0
-5.20236	-4.00182	0	0	0
-5.00227	-4.00182	0	0	0
-4.80218	-4.00182	0	0	0
-4.60209	-4.00182	0	0	0
-4.402	-4.00182	0	0	0
-4.20191	-4.00182	0	0	0
-4.00182	-4.00182	0	0	0
-3.80172	-4.00182	0	0	0
-3.60163	-4.00182	0	0	0
-3.40154	-4.00182	0	0	0
-3.20145	-4.00182	0	0	0
-3.00136	-4.00182	0	0	0
-2.80127	-4.00182	0	0	0
-2.60118	-4.00182	0	0	0
-2.40109	-4.00182	0	0	0
-2.201	-4.00182	0	0	0
-2.00091	-4.00182	0	0	0
-1.80082	-4.00182	0	0	0
-1.60073	-4.00182	0	0	0
-1.40064	-4.00182	0	0	0
-1.20054	-4.00182	0	0	0
-1.00045	-4.00182	0	0	0
-0.800363	-4.00182	0	0	0
-0.600272	-4.00182	0	0	0
-0.400182	-4.00182	0	0	0
-0.200091	-4.00182	0	0	0
0	-4.00182	0	0	0
0.200091	-4.00182	0	0	0
0.400182	-4.00182	0	0	0
0.600272	-4.00182	0	0	0
0.800363	-4.00182	0	0	0
1.00045	-4.00182	0	0	0
1.20054	-4.00182	0	0	0
1.40064	-4.00182	0	0	0
1.60073	-4.00182	0	0	0
1.80082	-4.00182	0	0	0
2.00091	-4.00182	0	0	0
2.201	-4.00182	0	0	0
2.40109	-4.00182	0	0	0
2.60118	-4.00182	0	0	0
2.80127	-4.00182	0	0	0
3.00136	-4.00182	0	0	0
3.20145	-4.00182	0	0	0
3.40154	-4.00182	0	0	0
3.60163	-4.00182	0	0	0
3.80172	-4.00182	0	0	0
4.00182	-4.00182	0	0	0
4.20191	-4.00182	0	0	0
4.402	-4.00182	0	0	0
4.60209	-4.00182	0	0	0
4.80218	-4.00182	0	0	0
5.00227	-4.00182	0	0	0
5.20236	-4.00182	0	0	0
5.40245	-4.00182	0	0	0
5.60254	-4.00182	0	0	0
5.80263	-4.00182	0	0	0
6.00272	-4.00182	0	0	0
6.20281	-4.00182	0	0	0
6.4029	-4.00182	0	0	0
6.603	-4.00182	0	0	0
