#x [fm] 	 y [fm] 	 T [GeV] 
-7.80354	-0.400182	0.00713151
-7.60345	-0.400182	0.00713151
-7.40336	-0.400182	0.00713151
-7.20327	-0.400182	0.00713151
-7.00318	-0.400182	0.00713151
-6.80309	-0.400182	0.00713151
-6.603	-0.400182	0.00713151
-6.4029	-0.400182	0.00713151
-6.20281	-0.400182	0.00713151
-6.00272	-0.400182	0.00713151
-5.80263	-0.400182	0.00713151
-5.60254	-0.400182	0.00713151
-5.40245	-0.400182	0.00713151
-5.20236	-0.400182	0.00713151
-5.00227	-0.400182	0.00713151
-4.80218	-0.400182	0.00713151
-4.60209	-0.400182	0.00713151
-4.402	-0.400182	0.00713151
-4.20191	-0.400182	0.013801
-4.00182	-0.400182	0.022443
-3.80172	-0.400182	0.0305955
-3.60163	-0.400182	0.0433491
-3.40154	-0.400182	0.0616923
-3.20145	-0.400182	0.0850345
-3.00136	-0.400182	0.109068
-2.80127	-0.400182	0.128911
-2.60118	-0.400182	0.145424
-2.40109	-0.400182	0.161333
-2.201	-0.400182	0.179202
-2.00091	-0.400182	0.200813
-1.80082	-0.400182	0.226123
-1.60073	-0.400182	0.253586
-1.40064	-0.400182	0.279992
-1.20054	-0.400182	0.300945
-1.00045	-0.400182	0.312637
-0.800363	-0.400182	0.313538
-0.600272	-0.400182	0.305466
-0.400182	-0.400182	0.293892
-0.200091	-0.400182	0.285609
0	-0.400182	0.282607
0.200091	-0.400182	0.28014
0.400182	-0.400182	0.273055
0.600272	-0.400182	0.260276
0.800363	-0.400182	0.244675
1.00045	-0.400182	0.231951
1.20054	-0.400182	0.228345
1.40064	-0.400182	0.235079
1.60073	-0.400182	0.246613
1.80082	-0.400182	0.255907
2.00091	-0.400182	0.257794
2.201	-0.400182	0.249554
2.40109	-0.400182	0.231144
2.60118	-0.400182	0.20529
2.80127	-0.400182	0.17774
3.00136	-0.400182	0.154335
3.20145	-0.400182	0.13335
3.40154	-0.400182	0.109746
3.60163	-0.400182	0.0820838
3.80172	-0.400182	0.0573843
4.00182	-0.400182	0.0396002
4.20191	-0.400182	0.0280062
4.402	-0.400182	0.020849
4.60209	-0.400182	0.0115953
4.80218	-0.400182	0.00713151
5.00227	-0.400182	0.00713151
5.20236	-0.400182	0.00713151
5.40245	-0.400182	0.00713151
5.60254	-0.400182	0.00713151
5.80263	-0.400182	0.00713151
6.00272	-0.400182	0.00713151
6.20281	-0.400182	0.00713151
6.4029	-0.400182	0.00713151
6.603	-0.400182	0.00713151
6.80309	-0.400182	0.00713151
7.00318	-0.400182	0.00713151
7.20327	-0.400182	0.00713151
7.40336	-0.400182	0.00713151
7.60345	-0.400182	0.00713151
7.80354	-0.400182	0.00713151
8.00363	-0.400182	0.00713151
8.20372	-0.400182	0.00713151
8.40381	-0.400182	0.00713151
8.6039	-0.400182	0.00713151
8.80399	-0.400182	0.00713151
9.00408	-0.400182	0.00713151
9.20418	-0.400182	0.00713151
9.40427	-0.400182	0.00713151
9.60436	-0.400182	0.00713151
9.80445	-0.400182	0.00713151
10.0045	-0.400182	0.00713151

-9.80445	-0.200091	0.00713151
-9.60436	-0.200091	0.00713151
-9.40427	-0.200091	0.00713151
-9.20418	-0.200091	0.00713151
-9.00408	-0.200091	0.00713151
-8.80399	-0.200091	0.00713151
-8.6039	-0.200091	0.00713151
-8.40381	-0.200091	0.00713151
-8.20372	-0.200091	0.00713151
-8.00363	-0.200091	0.00713151
-7.80354	-0.200091	0.00713151
-7.60345	-0.200091	0.00713151
-7.40336	-0.200091	0.00713151
-7.20327	-0.200091	0.00713151
-7.00318	-0.200091	0.00713151
-6.80309	-0.200091	0.00713151
-6.603	-0.200091	0.00713151
-6.4029	-0.200091	0.00713151
-6.20281	-0.200091	0.00713151
-6.00272	-0.200091	0.00713151
-5.80263	-0.200091	0.00713151
-5.60254	-0.200091	0.00713151
-5.40245	-0.200091	0.00713151
-5.20236	-0.200091	0.00713151
-5.00227	-0.200091	0.00713151
-4.80218	-0.200091	0.00713151
-4.60209	-0.200091	0.00713151
-4.402	-0.200091	0.00963463
-4.20191	-0.200091	0.0189087
-4.00182	-0.200091	0.0261194
-3.80172	-0.200091	0.0369018
-3.60163	-0.200091	0.0535562
-3.40154	-0.200091	0.0766687
-3.20145	-0.200091	0.103189
-3.00136	-0.200091	0.126249
-2.80127	-0.200091	0.145238
-2.60118	-0.200091	0.163661
-2.40109	-0.200091	0.184367
-2.201	-0.200091	0.206912
-2.00091	-0.200091	0.228439
-1.80082	-0.200091	0.247738
-1.60073	-0.200091	0.265224
-1.40064	-0.200091	0.281024
-1.20054	-0.200091	0.293421
-1.00045	-0.200091	0.29939
-0.800363	-0.200091	0.296813
-0.600272	-0.200091	0.286554
-0.400182	-0.200091	0.273564
-0.200091	-0.200091	0.265195
0	-0.200091	0.264491
0.200091	-0.200091	0.266865
0.400182	-0.200091	0.266713
0.600272	-0.200091	0.262317
0.800363	-0.200091	0.255719
1.00045	-0.200091	0.251513
1.20054	-0.200091	0.253911
1.40064	-0.200091	0.262462
1.60073	-0.200091	0.272499
1.80082	-0.200091	0.27896
2.00091	-0.200091	0.278015
2.201	-0.200091	0.267426
2.40109	-0.200091	0.247077
2.60118	-0.200091	0.219298
2.80127	-0.200091	0.188975
3.00136	-0.200091	0.162847
3.20145	-0.200091	0.141577
3.40154	-0.200091	0.120086
3.60163	-0.200091	0.094491
3.80172	-0.200091	0.0681977
4.00182	-0.200091	0.0473733
4.20191	-0.200091	0.032971
4.402	-0.200091	0.0237957
4.60209	-0.200091	0.015602
4.80218	-0.200091	0.00780697
5.00227	-0.200091	0.00713151
5.20236	-0.200091	0.00713151
5.40245	-0.200091	0.00713151
5.60254	-0.200091	0.00713151
5.80263	-0.200091	0.00713151
6.00272	-0.200091	0.00713151
6.20281	-0.200091	0.00713151
6.4029	-0.200091	0.00713151
6.603	-0.200091	0.00713151
6.80309	-0.200091	0.00713151
7.00318	-0.200091	0.00713151
7.20327	-0.200091	0.00713151
7.40336	-0.200091	0.00713151
7.60345	-0.200091	0.00713151
7.80354	-0.200091	0.00713151
8.00363	-0.200091	0.00713151
8.20372	-0.200091	0.00713151
8.40381	-0.200091	0.00713151
8.6039	-0.200091	0.00713151
8.80399	-0.200091	0.00713151
9.00408	-0.200091	0.00713151
9.20418	-0.200091	0.00713151
9.40427	-0.200091	0.00713151
9.60436	-0.200091	0.00713151
9.80445	-0.200091	0.00713151
10.0045	-0.200091	0.00713151

-9.80445	0	0.00713151
-9.60436	0	0.00713151
-9.40427	0	0.00713151
-9.20418	0	0.00713151
-9.00408	0	0.00713151
-8.80399	0	0.00713151
-8.6039	0	0.00713151
-8.40381	0	0.00713151
-8.20372	0	0.00713151
-8.00363	0	0.00713151
-7.80354	0	0.00713151
-7.60345	0	0.00713151
-7.40336	0	0.00713151
-7.20327	0	0.00713151
-7.00318	0	0.00713151
-6.80309	0	0.00713151
-6.603	0	0.00713151
-6.4029	0	0.00713151
-6.20281	0	0.00713151
-6.00272	0	0.00713151
-5.80263	0	0.00713151
-5.60254	0	0.00713151
-5.40245	0	0.00713151
-5.20236	0	0.00713151
-5.00227	0	0.00713151
-4.80218	0	0.00713151
-4.60209	0	0.00713151
-4.402	0	0.0130859
-4.20191	0	0.0220992
-4.00182	0	0.0304435
-3.80172	0	0.0440521
-3.60163	0	0.0645162
-3.40154	0	0.0912759
-3.20145	0	0.117888
-3.00136	0	0.139645
-2.80127	0	0.160025
-2.60118	0	0.183659
-2.40109	0	0.210988
-2.201	0	0.237061
-2.00091	0	0.258098
-1.80082	0	0.272455
-1.60073	0	0.280327
-1.40064	0	0.283438
-1.20054	0	0.283579
-1.00045	0	0.280768
-0.800363	0	0.273505
-0.600272	0	0.261377
-0.400182	0	0.247684
-0.200091	0	0.239391
0	0	0.240976
0.200091	0	0.248777
0.400182	0	0.256489
0.600272	0	0.261043
0.800363	0	0.263293
1.00045	0	0.266778
1.20054	0	0.274149
1.40064	0	0.283824
1.60073	0	0.291699
1.80082	0	0.294354
2.00091	0	0.289722
2.201	0	0.276756
2.40109	0	0.255665
2.60118	0	0.228322
2.80127	0	0.198373
3.00136	0	0.171331
3.20145	0	0.149811
3.40154	0	0.129918
3.60163	0	0.106953
3.80172	0	0.0801427
4.00182	0	0.0560873
4.20191	0	0.038494
4.402	0	0.0269916
4.60209	0	0.0199293
4.80218	0	0.0100007
5.00227	0	0.00713151
5.20236	0	0.00713151
5.40245	0	0.00713151
5.60254	0	0.00713151
5.80263	0	0.00713151
6.00272	0	0.00713151
6.20281	0	0.00713151
6.4029	0	0.00713151
6.603	0	0.00713151
6.80309	0	0.00713151
7.00318	0	0.00713151
7.20327	0	0.00713151
7.40336	0	0.00713151
7.60345	0	0.00713151
7.80354	0	0.00713151
8.00363	0	0.00713151
8.20372	0	0.00713151
8.40381	0	0.00713151
8.6039	0	0.00713151
8.80399	0	0.00713151
9.00408	0	0.00713151
9.20418	0	0.00713151
9.40427	0	0.00713151
9.60436	0	0.00713151
9.80445	0	0.00713151
10.0045	0	0.00713151

-9.80445	0.200091	0.00713151
-9.60436	0.200091	0.00713151
-9.40427	0.200091	0.00713151
-9.20418	0.200091	0.00713151
-9.00408	0.200091	0.00713151
-8.80399	0.200091	0.00713151
-8.6039	0.200091	0.00713151
-8.40381	0.200091	0.00713151
-8.20372	0.200091	0.00713151
-8.00363	0.200091	0.00713151
-7.80354	0.200091	0.00713151
-7.60345	0.200091	0.00713151
-7.40336	0.200091	0.00713151
-7.20327	0.200091	0.00713151
-7.00318	0.200091	0.00713151
-6.80309	0.200091	0.00713151
-6.603	0.200091	0.00713151
-6.4029	0.200091	0.00713151
-6.20281	0.200091	0.00713151
-6.00272	0.200091	0.00713151
-5.80263	0.200091	0.00713151
-5.60254	0.200091	0.00713151
-5.40245	0.200091	0.00713151
-5.20236	0.200091	0.00713151
-5.00227	0.200091	0.00713151
-4.80218	0.200091	0.00713151
-4.60209	0.200091	0.00874559
-4.402	0.200091	0.0173926
-4.20191	0.200091	0.0251553
-4.00182	0.200091	0.0355362
-3.80172	0.200091	0.0520357
-3.60163	0.200091	0.0758198
-3.40154	0.200091	0.104135
-3.20145	0.200091	0.129122
-3.00136	0.200091	0.150605
-2.80127	0.200091	0.174127
-2.60118	0.200091	0.203721
-2.40109	0.200091	0.235248
-2.201	0.200091	0.26289
-2.00091	0.200091	0.283078
-1.80082	0.200091	0.293748
-1.60073	0.200091	0.294553
-1.40064	0.200091	0.287308
-1.20054	0.200091	0.275757
-1.00045	0.200091	0.263594
-0.800363	0.200091	0.251757
-0.600272	0.200091	0.238898
-0.400182	0.200091	0.225483
-0.200091	0.200091	0.216913
0	0.200091	0.21972
0.200091	0.200091	0.232221
0.400182	0.200091	0.246709
0.600272	0.200091	0.258204
0.800363	0.200091	0.266743
1.00045	0.200091	0.27553
1.20054	0.200091	0.286445
1.40064	0.200091	0.297098
1.60073	0.200091	0.303347
1.80082	0.200091	0.302646
2.00091	0.200091	0.294577
2.201	0.200091	0.279846
2.40109	0.200091	0.259497
2.60118	0.200091	0.234797
2.80127	0.200091	0.207549
3.00136	0.200091	0.18093
3.20145	0.200091	0.158499
3.40154	0.200091	0.138842
3.60163	0.200091	0.117508
3.80172	0.200091	0.0911803
4.00182	0.200091	0.0644412
4.20191	0.200091	0.0437986
4.402	0.200091	0.0300324
4.60209	0.200091	0.0216361
4.80218	0.200091	0.0120661
5.00227	0.200091	0.00713151
5.20236	0.200091	0.00713151
5.40245	0.200091	0.00713151
5.60254	0.200091	0.00713151
5.80263	0.200091	0.00713151
6.00272	0.200091	0.00713151
6.20281	0.200091	0.00713151
6.4029	0.200091	0.00713151
6.603	0.200091	0.00713151
6.80309	0.200091	0.00713151
7.00318	0.200091	0.00713151
7.20327	0.200091	0.00713151
7.40336	0.200091	0.00713151
7.60345	0.200091	0.00713151
7.80354	0.200091	0.00713151
8.00363	0.200091	0.00713151
8.20372	0.200091	0.00713151
8.40381	0.200091	0.00713151
8.6039	0.200091	0.00713151
8.80399	0.200091	0.00713151
9.00408	0.200091	0.00713151
9.20418	0.200091	0.00713151
9.40427	0.200091	0.00713151
9.60436	0.200091	0.00713151
9.80445	0.200091	0.00713151
10.0045	0.200091	0.00713151

-9.80445	0.400182	0.00713151
-9.60436	0.400182	0.00713151
-9.40427	0.400182	0.00713151
-9.20418	0.400182	0.00713151
-9.00408	0.400182	0.00713151
-8.80399	0.400182	0.00713151
-8.6039	0.400182	0.00713151
-8.40381	0.400182	0.00713151
-8.20372	0.400182	0.00713151
-8.00363	0.400182	0.00713151
-7.80354	0.400182	0.00713151
-7.60345	0.400182	0.00713151
-7.40336	0.400182	0.00713151
-7.20327	0.400182	0.00713151
-7.00318	0.400182	0.00713151
-6.80309	0.400182	0.00713151
-6.603	0.400182	0.00713151
-6.4029	0.400182	0.00713151
-6.20281	0.400182	0.00713151
-6.00272	0.400182	0.00713151
-5.80263	0.400182	0.00713151
-5.60254	0.400182	0.00713151
-5.40245	0.400182	0.00713151
-5.20236	0.400182	0.00713151
-5.00227	0.400182	0.00713151
-4.80218	0.400182	0.00713151
-4.60209	0.400182	0.0114311
-4.402	0.400182	0.0210023
-4.20191	0.400182	0.0287185
-4.00182	0.400182	0.0414093
-3.80172	0.400182	0.0608452
-3.60163	0.400182	0.087184
-3.40154	0.400182	0.114919
-3.20145	0.400182	0.138059
-3.00136	0.400182	0.159968
-2.80127	0.400182	0.186857
-2.60118	0.400182	0.219915
-2.40109	0.400182	0.252738
-2.201	0.400182	0.280174
-2.00091	0.400182	0.298797
-1.80082	0.400182	0.306497
-1.60073	0.400182	0.302817
-1.40064	0.400182	0.289558
-1.20054	0.400182	0.271264
-1.00045	0.400182	0.254019
-0.800363	0.400182	0.241012
-0.600272	0.400182	0.22982
-0.400182	0.400182	0.217507
-0.200091	0.400182	0.207326
0	0.400182	0.2082
0.200091	0.400182	0.222042
0.400182	0.400182	0.239857
0.600272	0.400182	0.254554
0.800363	0.400182	0.265689
1.00045	0.400182	0.276755
1.20054	0.400182	0.289669
1.40064	0.400182	0.301535
1.60073	0.400182	0.307676
1.80082	0.400182	0.305588
2.00091	0.400182	0.295832
2.201	0.400182	0.280741
2.40109	0.400182	0.26234
2.60118	0.400182	0.241125
2.80127	0.400182	0.216868
3.00136	0.400182	0.190736
3.20145	0.400182	0.166561
3.40154	0.400182	0.145863
3.60163	0.400182	0.124942
3.80172	0.400182	0.099335
4.00182	0.400182	0.0710009
4.20191	0.400182	0.0480074
4.402	0.400182	0.0324432
4.60209	0.400182	0.0229352
4.80218	0.400182	0.0136907
5.00227	0.400182	0.00713151
5.20236	0.400182	0.00713151
5.40245	0.400182	0.00713151
5.60254	0.400182	0.00713151
5.80263	0.400182	0.00713151
6.00272	0.400182	0.00713151
6.20281	0.400182	0.00713151
6.4029	0.400182	0.00713151
6.603	0.400182	0.00713151
6.80309	0.400182	0.00713151
7.00318	0.400182	0.00713151
7.20327	0.400182	0.00713151
7.40336	0.400182	0.00713151
7.60345	0.400182	0.00713151
7.80354	0.400182	0.00713151
8.00363	0.400182	0.00713151
8.20372	0.400182	0.00713151
8.40381	0.400182	0.00713151
8.6039	0.400182	0.00713151
8.80399	0.400182	0.00713151
9.00408	0.400182	0.00713151
9.20418	0.400182	0.00713151
9.40427	0.400182	0.00713151
9.60436	0.400182	0.00713151
9.80445	0.400182	0.00713151
10.0045	0.400182	0.00713151

-9.80445	0.600272	0.00713151
-9.60436	0.600272	0.00713151
-9.40427	0.600272	0.00713151
-9.20418	0.600272	0.00713151
-9.00408	0.600272	0.00713151
-8.80399	0.600272	0.00713151
-8.6039	0.600272	0.00713151
-8.40381	0.600272	0.00713151
-8.20372	0.600272	0.00713151
-8.00363	0.600272	0.00713151
-7.80354	0.600272	0.00713151
-7.60345	0.600272	0.00713151
-7.40336	0.600272	0.00713151
-7.20327	0.600272	0.00713151
-7.00318	0.600272	0.00713151
-6.80309	0.600272	0.00713151
-6.603	0.600272	0.00713151
-6.4029	0.600272	0.00713151
-6.20281	0.600272	0.00713151
-6.00272	0.600272	0.00713151
-5.80263	0.600272	0.00713151
-5.60254	0.600272	0.00713151
-5.40245	0.600272	0.00713151
-5.20236	0.600272	0.00713151
-5.00227	0.600272	0.00713151
-4.80218	0.600272	0.00713151
-4.60209	0.600272	0.0142672
-4.402	0.600272	0.0231729
-4.20191	0.600272	0.0325335
-4.00182	0.600272	0.0476839
-3.80172	0.600272	0.070016
-3.60163	0.600272	0.0979528
-3.40154	0.600272	0.123963
-3.20145	0.600272	0.145709
-3.00136	0.600272	0.168294
-2.80127	0.600272	0.19717
-2.60118	0.600272	0.230412
-2.40109	0.600272	0.261797
-2.201	0.600272	0.287048
-2.00091	0.600272	0.303173
-1.80082	0.600272	0.308383
-1.60073	0.600272	0.302442
-1.40064	0.600272	0.287345
-1.20054	0.600272	0.26808
-1.00045	0.600272	0.251551
-0.800363	0.600272	0.241009
-0.600272	0.600272	0.232348
-0.400182	0.600272	0.220686
-0.200091	0.600272	0.208121
0	0.600272	0.204855
0.200091	0.600272	0.216449
0.400182	0.600272	0.233989
0.600272	0.600272	0.248578
0.800363	0.600272	0.259243
1.00045	0.600272	0.270083
1.20054	0.600272	0.28381
1.40064	0.600272	0.29738
1.60073	0.600272	0.305321
1.80082	0.600272	0.304563
2.00091	0.600272	0.295768
2.201	0.600272	0.281941
2.40109	0.600272	0.265566
2.60118	0.600272	0.246625
2.80127	0.600272	0.223847
3.00136	0.600272	0.197617
3.20145	0.600272	0.171853
3.40154	0.600272	0.149935
3.60163	0.600272	0.128864
3.80172	0.600272	0.10365
4.00182	0.600272	0.0746582
4.20191	0.600272	0.0503783
4.402	0.600272	0.033802
4.60209	0.600272	0.0236616
4.80218	0.600272	0.0146006
5.00227	0.600272	0.00713151
5.20236	0.600272	0.00713151
5.40245	0.600272	0.00713151
5.60254	0.600272	0.00713151
5.80263	0.600272	0.00713151
6.00272	0.600272	0.00713151
6.20281	0.600272	0.00713151
6.4029	0.600272	0.00713151
6.603	0.600272	0.00713151
6.80309	0.600272	0.00713151
7.00318	0.600272	0.00713151
7.20327	0.600272	0.00713151
7.40336	0.600272	0.00713151
7.60345	0.600272	0.00713151
7.80354	0.600272	0.00713151
8.00363	0.600272	0.00713151
8.20372	0.600272	0.00713151
8.40381	0.600272	0.00713151
8.6039	0.600272	0.00713151
8.80399	0.600272	0.00713151
9.00408	0.600272	0.00713151
9.20418	0.600272	0.00713151
9.40427	0.600272	0.00713151
9.60436	0.600272	0.00713151
9.80445	0.600272	0.00713151
10.0045	0.600272	0.00713151

-9.80445	0.800363	0.00713151
-9.60436	0.800363	0.00713151
-9.40427	0.800363	0.00713151
-9.20418	0.800363	0.00713151
-9.00408	0.800363	0.00713151
-8.80399	0.800363	0.00713151
-8.6039	0.800363	0.00713151
-8.40381	0.800363	0.00713151
-8.20372	0.800363	0.00713151
-8.00363	0.800363	0.00713151
-7.80354	0.800363	0.00713151
-7.60345	0.800363	0.00713151
-7.40336	0.800363	0.00713151
-7.20327	0.800363	0.00713151
-7.00318	0.800363	0.00713151
-6.80309	0.800363	0.00713151
-6.603	0.800363	0.00713151
-6.4029	0.800363	0.00713151
-6.20281	0.800363	0.00713151
-6.00272	0.800363	0.00713151
-5.80263	0.800363	0.00713151
-5.60254	0.800363	0.00713151
-5.40245	0.800363	0.00713151
-5.20236	0.800363	0.00713151
-5.00227	0.800363	0.00713151
-4.80218	0.800363	0.00816255
-4.60209	0.800363	0.0168723
-4.402	0.800363	0.0251644
-4.20191	0.800363	0.0360916
-4.00182	0.800363	0.0535304
-3.80172	0.800363	0.078381
-3.60163	0.800363	0.106921
-3.40154	0.800363	0.131297
-3.20145	0.800363	0.152409
-3.00136	0.800363	0.175788
-2.80127	0.800363	0.204909
-2.60118	0.800363	0.235718
-2.40109	0.800363	0.263145
-2.201	0.800363	0.284133
-2.00091	0.800363	0.29673
-1.80082	0.800363	0.299919
-1.60073	0.800363	0.293841
-1.40064	0.800363	0.280451
-1.20054	0.800363	0.26423
-1.00045	0.800363	0.25096
-0.800363	0.800363	0.242593
-0.600272	0.800363	0.234719
-0.400182	0.800363	0.222686
-0.200091	0.800363	0.208224
0	0.800363	0.201271
0.200091	0.800363	0.209288
0.400182	0.800363	0.224582
0.600272	0.800363	0.237368
0.800363	0.800363	0.246133
1.00045	0.800363	0.255596
1.20054	0.800363	0.269673
1.40064	0.800363	0.285485
1.60073	0.800363	0.296744
1.80082	0.800363	0.299557
2.00091	0.800363	0.293944
2.201	0.800363	0.28241
2.40109	0.800363	0.267213
2.60118	0.800363	0.248519
2.80127	0.800363	0.225467
3.00136	0.800363	0.198763
3.20145	0.800363	0.172514
3.40154	0.800363	0.150318
3.60163	0.800363	0.129152
3.80172	0.800363	0.103913
4.00182	0.800363	0.0748528
4.20191	0.800363	0.0504895
4.402	0.800363	0.0338593
4.60209	0.800363	0.0236898
4.80218	0.800363	0.0146337
5.00227	0.800363	0.00713151
5.20236	0.800363	0.00713151
5.40245	0.800363	0.00713151
5.60254	0.800363	0.00713151
5.80263	0.800363	0.00713151
6.00272	0.800363	0.00713151
6.20281	0.800363	0.00713151
6.4029	0.800363	0.00713151
6.603	0.800363	0.00713151
6.80309	0.800363	0.00713151
7.00318	0.800363	0.00713151
7.20327	0.800363	0.00713151
7.40336	0.800363	0.00713151
7.60345	0.800363	0.00713151
7.80354	0.800363	0.00713151
8.00363	0.800363	0.00713151
8.20372	0.800363	0.00713151
8.40381	0.800363	0.00713151
8.6039	0.800363	0.00713151
8.80399	0.800363	0.00713151
9.00408	0.800363	0.00713151
9.20418	0.800363	0.00713151
9.40427	0.800363	0.00713151
9.60436	0.800363	0.00713151
9.80445	0.800363	0.00713151
10.0045	0.800363	0.00713151

-9.80445	1.00045	0.00713151
-9.60436	1.00045	0.00713151
-9.40427	1.00045	0.00713151
-9.20418	1.00045	0.00713151
-9.00408	1.00045	0.00713151
-8.80399	1.00045	0.00713151
-8.6039	1.00045	0.00713151
-8.40381	1.00045	0.00713151
-8.20372	1.00045	0.00713151
-8.00363	1.00045	0.00713151
-7.80354	1.00045	0.00713151
-7.60345	1.00045	0.00713151
-7.40336	1.00045	0.00713151
-7.20327	1.00045	0.00713151
-7.00318	1.00045	0.00713151
-6.80309	1.00045	0.00713151
-6.603	1.00045	0.00713151
-6.4029	1.00045	0.00713151
-6.20281	1.00045	0.00713151
-6.00272	1.00045	0.00713151
-5.80263	1.00045	0.00713151
-5.60254	1.00045	0.00713151
-5.40245	1.00045	0.00713151
-5.20236	1.00045	0.00713151
-5.00227	1.00045	0.00713151
-4.80218	1.00045	0.00911763
-4.60209	1.00045	0.0188239
-4.402	1.00045	0.0266587
-4.20191	1.00045	0.0387796
-4.00182	1.00045	0.0579294
-3.80172	1.00045	0.0845049
-3.60163	1.00045	0.113009
-3.40154	1.00045	0.136419
-3.20145	1.00045	0.157504
-3.00136	1.00045	0.181558
-2.80127	1.00045	0.209757
-2.60118	1.00045	0.236858
-2.40109	1.00045	0.258787
-2.201	1.00045	0.273922
-2.00091	1.00045	0.282077
-1.80082	1.00045	0.283707
-1.60073	1.00045	0.279441
-1.40064	1.00045	0.270376
-1.20054	1.00045	0.258848
-1.00045	1.00045	0.248057
-0.800363	1.00045	0.239266
-0.600272	1.00045	0.229887
-0.400182	1.00045	0.216751
-0.200091	1.00045	0.201318
0	1.00045	0.192138
0.200091	1.00045	0.196631
0.400182	1.00045	0.208804
0.600272	1.00045	0.219202
0.800363	1.00045	0.225964
1.00045	1.00045	0.234165
1.20054	1.00045	0.248755
1.40064	1.00045	0.267068
1.60073	1.00045	0.282219
1.80082	1.00045	0.289587
2.00091	1.00045	0.288193
2.201	1.00045	0.279352
2.40109	1.00045	0.264694
2.60118	1.00045	0.244994
2.80127	1.00045	0.220711
3.00136	1.00045	0.193665
3.20145	1.00045	0.168338
3.40154	1.00045	0.146987
3.60163	1.00045	0.125848
3.80172	1.00045	0.100165
4.00182	1.00045	0.0715888
4.20191	1.00045	0.0483374
4.402	1.00045	0.0326115
4.60209	1.00045	0.0230174
4.80218	1.00045	0.0137863
5.00227	1.00045	0.00713151
5.20236	1.00045	0.00713151
5.40245	1.00045	0.00713151
5.60254	1.00045	0.00713151
5.80263	1.00045	0.00713151
6.00272	1.00045	0.00713151
6.20281	1.00045	0.00713151
6.4029	1.00045	0.00713151
6.603	1.00045	0.00713151
6.80309	1.00045	0.00713151
7.00318	1.00045	0.00713151
7.20327	1.00045	0.00713151
7.40336	1.00045	0.00713151
7.60345	1.00045	0.00713151
7.80354	1.00045	0.00713151
8.00363	1.00045	0.00713151
8.20372	1.00045	0.00713151
8.40381	1.00045	0.00713151
8.6039	1.00045	0.00713151
8.80399	1.00045	0.00713151
9.00408	1.00045	0.00713151
9.20418	1.00045	0.00713151
9.40427	1.00045	0.00713151
9.60436	1.00045	0.00713151
9.80445	1.00045	0.00713151
10.0045	1.00045	0.00713151

-9.80445	1.20054	0.00713151
-9.60436	1.20054	0.00713151
-9.40427	1.20054	0.00713151
-9.20418	1.20054	0.00713151
-9.00408	1.20054	0.00713151
-8.80399	1.20054	0.00713151
-8.6039	1.20054	0.00713151
-8.40381	1.20054	0.00713151
-8.20372	1.20054	0.00713151
-8.00363	1.20054	0.00713151
-7.80354	1.20054	0.00713151
-7.60345	1.20054	0.00713151
-7.40336	1.20054	0.00713151
-7.20327	1.20054	0.00713151
-7.00318	1.20054	0.00713151
-6.80309	1.20054	0.00713151
-6.603	1.20054	0.00713151
-6.4029	1.20054	0.00713151
-6.20281	1.20054	0.00713151
-6.00272	1.20054	0.00713151
-5.80263	1.20054	0.00713151
-5.60254	1.20054	0.00713151
-5.40245	1.20054	0.00713151
-5.20236	1.20054	0.00713151
-5.00227	1.20054	0.00713151
-4.80218	1.20054	0.00958091
-4.60209	1.20054	0.019769
-4.402	1.20054	0.0273809
-4.20191	1.20054	0.0400742
-4.00182	1.20054	0.0600214
-3.80172	1.20054	0.0873122
-3.60163	1.20054	0.11563
-3.40154	1.20054	0.138614
-3.20145	1.20054	0.159644
-3.00136	1.20054	0.183537
-2.80127	1.20054	0.210054
-2.60118	1.20054	0.233426
-2.40109	1.20054	0.249917
-2.201	1.20054	0.258974
-2.00091	1.20054	0.262445
-1.80082	1.20054	0.262956
-1.60073	1.20054	0.26171
-1.40064	1.20054	0.257941
-1.20054	1.20054	0.250746
-1.00045	1.20054	0.240775
-0.800363	1.20054	0.229511
-0.600272	1.20054	0.217115
-0.400182	1.20054	0.202589
-0.200091	1.20054	0.187309
0	1.20054	0.177599
0.200091	1.20054	0.179161
0.400182	1.20054	0.187694
0.600272	1.20054	0.195406
0.800363	1.20054	0.200522
1.00045	1.20054	0.208024
1.20054	1.20054	0.223251
1.40064	1.20054	0.243653
1.60073	1.20054	0.262156
1.80082	1.20054	0.273756
2.00091	1.20054	0.276522
2.201	1.20054	0.270474
2.40109	1.20054	0.256513
2.60118	1.20054	0.235931
2.80127	1.20054	0.210627
3.00136	1.20054	0.184039
3.20145	1.20054	0.160768
3.40154	1.20054	0.140598
3.60163	1.20054	0.119128
3.80172	1.20054	0.0926549
4.00182	1.20054	0.0654185
4.20191	1.20054	0.0443345
4.402	1.20054	0.0303012
4.60209	1.20054	0.0217665
4.80218	1.20054	0.0122149
5.00227	1.20054	0.00713151
5.20236	1.20054	0.00713151
5.40245	1.20054	0.00713151
5.60254	1.20054	0.00713151
5.80263	1.20054	0.00713151
6.00272	1.20054	0.00713151
6.20281	1.20054	0.00713151
6.4029	1.20054	0.00713151
6.603	1.20054	0.00713151
6.80309	1.20054	0.00713151
7.00318	1.20054	0.00713151
7.20327	1.20054	0.00713151
7.40336	1.20054	0.00713151
7.60345	1.20054	0.00713151
7.80354	1.20054	0.00713151
