0.09	576537.6748128992
0.091	533919.8808183395
0.092	494736.19723592856
0.093	458681.32029222295
0.094	425480.03437429114
0.095	394883.93887525715
0.096	366668.5646407178
0.097	340630.8297195152
0.098	316586.7911125081
0.099	294369.6551642446
0.09999999999999999	273828.0143194806
0.10099999999999999	254824.28230228092
0.102	237233.30349368113
0.103	220941.11546619478
0.104	205843.84637161868
0.105	191846.7312375364
0.106	178863.2332539146
0.107	166814.25789170616
0.108	155627.44920758295
0.109	145236.5590066551
0.11	135580.88067524097
0.111	126604.74048487002
0.11199999999999999	118257.0400364793
0.11299999999999999	110490.84425874977
0.11399999999999999	103263.01004160469
0.11499999999999999	96533.85112334514
0.11599999999999999	90266.83546358293
0.11699999999999999	84428.31155600521
0.118	78987.26079236336
0.119	73915.0731165228
0.12	69185.34357705778
0.121	64773.687749365876
0.122	60657.57397311044
0.123	56816.170882063896
0.124	53230.208623845356
0.125	49881.8524568856
0.126	46754.587518075234
0.127	43833.113684281045
0.128	41103.24956393643
0.129	38551.84475170081
0.13	36166.69957215816
0.131	33936.491612793645
0.132	31850.70842104733
0.133	29899.585798292246
0.134	28074.051184417123
0.135	26365.671672987002
0.136	24766.60624478608
0.137	23269.56184364236
0.138	21867.75296244964
0.139	20554.864426301654
0.14	19325.0171031704
0.14100000000000001	18172.736288015276
0.14200000000000002	17092.922536028957
0.143	16080.82473619144
0.144	15132.01524024514
0.145	14242.366876528886
0.146	13408.03169388092
0.147	12625.421295629996
0.148	11891.188634445785
0.149	11202.211152027188
0.15	10555.57515644717
0.151	9948.561339979133
0.152	9378.631348269832
0.153	8843.415319394537
0.154	8340.700318169786
0.155	7868.419597527985
0.156	7424.642624181287
0.157	7007.565810519686
0.158	6615.5039013154665
0.159	6246.881964938431
0.16	5900.227945573533
0.161	5574.165734863279
0.162	5267.408725007171
0.16299999999999998	4978.753808873263
0.16399999999999998	4707.0757941110705
0.16499999999999998	4451.322202187841
0.16599999999999998	4210.508424284097
0.16699999999999998	3983.7132094394583
0.16799999999999998	3770.0744604428237
0.16899999999999998	3568.785316493875
0.16999999999999998	3379.0905021170197
0.17099999999999999	3200.2829238591103
0.172	3031.7004973384933
0.173	2872.7231887112666
0.174	2722.7702556515205
0.175	2581.2976740370013
0.176	2447.795737547816
0.177	2321.7868182745483
0.178	2202.823277259987
0.179	2090.4855147376798
0.18	1984.3801505061376
0.181	1884.1383255439534
0.182	1789.414116641984
0.183	1699.88305629674
0.184	1615.2407509071813
0.185	1535.201590307353
0.186	1459.4975427639636
0.187	1387.8770294858587
0.188	1320.1038733354817
0.189	1255.956316737547
0.19	1195.2261660762997
