# STAR HBT RADII
200.00 2.5590 1.0856 2.9986
300.00 1.9266 1.9419 2.4038
400.00 2.1070 2.0998 2.5899
500.00 2.2227 1.6126 2.0317
600.00 2.8352 1.2616 1.3958
700.00 4.9939 0.0006 0.7202
800.00    nan    nan    nan
900.00    nan    nan    nan
