3.91199 1.86514
3.92367 0.797501
3.69367 1.92967
3.0247 0.656792
3.18466 0.643132
-1.88905 -1.5409
-2.42219 -2.25338
-1.78888 -1.03656
-2.12273 -0.833831
-3.13104 -0.994164
-1.96689 -1.57431
-2.17151 -0.862216
-1.28962 0.679474
-1.70136 1.3468
-1.62174 1.03968
-1.41398 0.734702
-1.69777 1.21753
-2.47897 1.80939
-3.39787 2.20626
-2.63354 2.4384
-3.48453 2.00227
-2.66428 2.46337
-2.38324 2.90498
4.05309 -1.92494
4.2928 -1.68401
3.95216 -1.7918
4.50868 -1.57086
4.14988 -1.5493
4.68511 -2.15315
4.2033 -2.95304
4.27792 -2.11721
4.59869 -2.18364
3.94447 -1.169
2.24891 1.54834
0.60829 1.81843
1.41667 1.26396
1.54081 0.910016
1.02093 1.94432
0.997378 1.58275
0.982172 1.25157
1.09682 1.28286
1.67555 -1.93671
1.99542 -0.789728
1.73625 -0.604836
2.03345 -1.29527
1.2577 -0.71899
1.327 -1.03435
1.88447 -1.62206
1.46371 -0.828982
1.52794 -1.10969
1.61985 -1.90735
-0.592688 -6.63676
-0.848835 -1.63011
-0.541884 -2.01764
-1.77956 -1.02395
-0.255239 -1.537
-0.430812 -2.15684
-0.309651 -1.78552
1.77757 -4.97033
1.36859 -4.93794
0.652529 -4.98751
1.34056 -4.74823
-0.565176 -1.05704
-0.86519 -1.31075
-0.347852 -0.909132
-0.558239 -1.69828
-1.196 -0.908888
-0.831535 -0.544343
-0.965094 -0.467467
-0.158653 -1.01829
-1.17952 -4.85879
-0.44132 -4.1242
-0.380063 -4.11471
-0.532667 -4.87257
-0.426076 -1.05658
-0.72609 -1.31029
-0.0988969 -1.1059
0.187411 -0.650602
-0.280463 -2.26372
-1.0569 -0.908433
-1.23491 -1.44618
-0.0718805 -1.55967
-0.0195538 -1.01784
-0.186906 -1.46571
0.243006 -0.292466
3.79446 1.92451
2.94612 1.97527
4.43823 1.63476
3.50322 1.36626
3.51181 1.49762
3.49286 1.27404
3.57614 1.98904
3.88429 -0.772673
3.46457 0.491777
4.10017 -0.659517
3.77785 0.0746061
2.87888 -0.0661022
2.89751 0.918126
2.77542 0.0770329
3.53596 -0.257661
4.27726 0.877953
2.45396 2.59579
2.3675 3.12746
3.01107 1.98677
2.65138 2.69157
2.18742 1.83376
2.17087 1.99174
2.74825 3.60656
1.14769 0.543082
1.29533 -0.244098
0.899167 -0.502173
2.77635 -0.763204
2.06957 -0.233102
1.91386 -0.191345
1.81041 -0.0482097
1.33185 -0.162364
1.40116 -0.477728
1.53787 -0.272356
2.07884 0.185226
1.25177 0.293346
1.60209 -0.553061
2.07383 -0.205005
2.66269 1.79554
2.61848 2.55543
2.8159 2.65121
2.72731 3.0934
3.24851 2.56919
3.06028 2.70171
3.06161 3.08345
-4.36188 2.86337
-4.25263 2.35492
0.670789 -5.23069
-3.57678 -3.70182
-3.6185 -4.86729
-1.04168 3.4503
-1.55044 3.55461
-0.83644 2.67683
-0.542171 3.24209
-0.816209 3.38103
-0.852897 3.27929
3.60003 -2.39508
3.30713 -3.16487
3.08897 -3.0903
3.25125 -2.32262
3.37966 -2.95107
3.75024 -3.42318
3.82486 -2.58735
2.61447 -2.60696
-1.91162 0.743887
-1.32633 0.319171
-2.28963 -0.00817651
-2.02357 -0.00974243
-1.32525 0.152072
-1.45069 0.374399
-2.13711 0.58896
-0.834545 0.816617
-1.73447 0.857222
-4.73063 -3.32493
-5.26071 -3.87444
-5.31152 -2.48631
3.55004 2.6207
2.70169 2.67147
2.61523 3.20314
2.89911 2.76725
4.00766 3.50458
3.14349 2.81775
3.14482 3.19949
-0.789359 -1.6825
-0.482408 -2.07004
-1.22034 -1.78498
-0.343732 -2.63593
-0.755704 -0.9161
-1.29818 -1.81839
-0.371336 -2.20924
-1.49177 3.62945
-0.992261 3.42123
-1.30299 3.45844
-0.863417 2.44495
-1.84477 3.46781
-2.24809 4.17494
-2.44088 4.68993
-2.37336 3.46738
-1.62696 4.37777
-3.53369 -1.76855
-3.26231 -0.369966
-3.32604 -0.42834
-3.03792 -0.42391
-3.80249 -0.878658
-3.78018 -0.585809
-3.09676 -0.8271
-3.27411 -0.758578
-3.29948 -0.996496
-2.82065 -0.453861
-0.413411 -3.12694
-0.19482 -3.56595
-0.324549 -3.54413
-0.947328 -3.69723
2.5092 -4.71725
2.06413 -4.30153
2.95601 -4.98473
2.93738 -3.96896
2.95463 -4.52477
1.09889 4.99656
1.53456 3.923
0.779014 2.99601
1.13195 4.14626
1.02477 4.43452
1.54416 4.60705
0.134835 3.86422
0.625603 4.34681
0.516996 4.18051
0.0584211 4.34238
2.259 2.69912
2.23387 2.03673
2.45642 2.7949
2.36783 3.23709
1.48405 2.93631
0.136493 -0.886456
0.463672 -0.935767
1.41015 -1.41402
0.771301 -0.198002
0.430075 -1.04705
0.786503 -0.39874
