3.90495 1.38148 1 1
-1.99651 -1.38406 1 1
-1.72477 0.984721 1 1
-2.93288 2.39512 1 1
4.43034 -1.88699 1 1
-4.96493 4.13594 1 0
1.14409 1.60166 1 1
1.53498 -1.42805 1 1
-0.947568 -6.54801 1 1
-0.778041 -1.76744 1 1
1.51613 -5.07866 1 1
-0.81075 -1.12871 1 1
-0.854265 -4.84878 1 1
-0.532551 -1.1278 1 1
3.6699 1.50022 1 1
3.61332 -0.0643111 1 1
2.68559 2.74124 1 1
1.68329 -0.314796 1 1
3.01463 2.66053 1 1
-4.46908 3.10042 1 1
0.120532 -5.66417 1 1
-3.38094 -4.4339 1 1
-0.955743 3.16248 1 1
3.52421 -2.82727 1 1
-5.84001 3.95674 1 0
-4.27935 6.77389 1 0
-1.79818 0.264115 1 1
-5.68864 -3.68012 1 1
3.18105 2.8926 1 1
-0.659089 -1.87223 1 1
-1.85592 3.52077 1 1
-2.35104 4.40313 1 1
-3.29477 -0.567352 1 1
-0.743237 -3.70764 1 1
2.97937 -4.57251 1 1
-3.87717 4.54732 1 0
1.01972 4.33234 1 1
2.29567 2.9479 1 1
0.592587 -0.787547 1 1
0.026394 0.257174 1 1
3.03398 2.28678 1 1
-3.72505 -4.04632 1 1
-2.77956 -3.73047 1 1
3.91039 -1.35372 1 1
-3.99802 3.71129 1 1
-1.00766 -4.26731 1 1
-0.722341 -3.40594 1 1
-0.432772 -0.289426 1 1
1.56044 3.40548 1 1
-5.0798 -3.73384 1 1
-2.49154 1.60559 1 1
-3.45748 5.76331 1 0
1.99649 -4.60692 1 1
2.08108 2.10868 1 1
1.09 0.193037 1 1
3.30975 1.14355 1 1
2.60506 -1.62339 1 1
-1.65962 -5.28802 1 1
-5.85157 -3.09931 1 1
-6.46038 -0.997274 1 1
1.7334 -1.21458 1 1
-0.0286129 1.10472 1 1
3.10796 -4.6834 1 1
-2.25373 2.79963 1 1
2.14913 -3.10996 1 1
-4.45868 -2.63829 1 1
0.441649 0.305679 1 1
-2.30005 -3.54832 1 1
4.59601 -3.46302 1 1
-3.11785 1.46855 1 1
2.01985 1.64264 1 1
6.08151 0.226781 1 1
-1.27749 9.10451 1 1
-2.05268 -3.62514 1 1
2.58398 -2.4767 1 1
-3.3546 0.255226 1 1
2.48222 3.15369 1 1
-4.0167 2.56273 1 1
1.14045 0.94403 1 1
-2.1518 -5.19541 0 1
0.72881 -2.64599 0 1
2.67378 4.35237 0 1
-0.167857 4.81169 0 1
