402 10.8 0.1
394 10.2 0.2
384 10.0 0.2
374 9.84 0.21
363 9.71 0.21
398 10.2 0.3
372 9.9 0.3
346 9.6 0.3
320 9.4 0.3
263 9.0 0.3
188 8.4 0.3
131 7.8 0.3
86.3 7.4 0.3
53.6 6.8 0.3
30.4 6.3 0.4
15.6 5.8 0.5
