382.8 8.4 0.3
329.7 7.9 0.3
260.5 7.4 0.3
186.4 7.0 0.3
128.9 6.6 0.3
85.0 6.1 0.3
52.8 5.7 0.3
30.0 5.1 0.3
15.8 4.4 0.4
