# STAR HBT RADII
200.00 2.6537 2.1654 3.6865
300.00 2.2868 1.8726 2.6194
400.00 2.0922 1.7130 2.1941
500.00 2.0125 1.3139 1.7754
600.00 1.4820 0.9445 1.1490
700.00 1.4225 0.8135 1.3280
800.00 0.9349 0.7659 0.5470
900.00 0.6764 0.2848 0.0184
