8.8   1.271 0.229 0.401 
42    0.815 0.083 0.137 
86.2  0.605 0.065 0.144 
130   0.546 0.047 0.12  
187   0.476 0.035 0.059 
261   0.442 0.028 0.093 
329   0.408 0.033 0.073 
381   0.33  0.029 0.07
