-5.82348 -2.07533 1 0
0.402071 -0.160725 1 1
-0.445415 -2.14947 1 1
-2.61963 -3.71492 1 1
-5.76069 3.08977 1 0
-2.43576 3.7789 1 1
-2.53689 -0.975697 1 1
-0.0345565 1.66406 1 1
-3.08445 -1.99923 1 1
0.841172 4.2157 1 1
1.86152 -2.68972 1 1
-3.22604 -1.22935 1 1
2.46572 1.65652 1 1
-3.13857 -0.216044 1 1
-1.37533 -4.8233 1 1
-2.9154 1.41236 1 1
-0.172334 -4.09814 1 1
0.386384 2.63201 1 1
-1.99809 -1.25816 1 1
2.38709 -4.35606 1 1
1.57019 -1.59739 1 1
-2.35212 2.36912 1 1
1.28637 -3.09245 1 1
4.90453 0.18672 1 1
-1.46842 0.653629 1 1
6.3009 -2.17353 1 1
-2.82968 -2.84763 1 1
-0.635486 5.13321 1 1
-4.62082 1.97326 1 1
-3.51825 3.1649 1 1
-0.80994 -0.179489 1 1
-1.76478 5.33166 1 1
-1.16598 1.83591 1 1
-4.42732 -0.589315 1 1
4.05883 2.42189 1 1
-0.290012 4.65048 1 1
-0.30593 -3.17324 1 1
-2.90864 5.03322 1 1
1.03125 -1.26886 1 1
-0.817758 2.78919 1 1
-1.09949 -4.2943 1 1
3.82742 -0.972081 1 1
2.29042 -2.70835 1 1
-2.93753 -3.36698 1 1
1.38729 -1.27413 1 1
-5.18536 0.637551 1 1
-1.88065 3.09979 1 1
0.402091 -0.436251 1 1
0.0193147 0.564472 1 1
-4.97696 -4.90836 1 0
-6.75494 -3.1917 1 1
-7.32406 2.16865 1 1
4.81559 -2.31272 1 1
-4.0087 1.36398 1 1
0.832689 -0.16827 1 1
1.85449 2.17878 1 1
-0.00943349 -0.630523 1 1
-5.64411 -0.185564 1 1
4.88009 -1.76928 1 1
-2.9925 -3.08102 1 1
0.58028 -6.40017 1 1
-2.87772 6.0606 1 1
3.41611 -1.03694 1 1
0.622205 -5.69707 1 1
-1.88802 0.870625 1 1
3.61395 0.344495 1 1
-3.02174 -0.0234912 1 1
-3.67013 -0.0645384 1 1
-0.485207 2.19443 1 1
0.482579 -1.73172 1 1
-4.37804 -0.140767 1 1
3.64649 -3.63357 1 1
-8.70792 3.94703 1 0
0.487531 -1.07382 1 1
3.06991 2.92571 1 1
-1.66435 2.67717 1 1
-6.56235 -1.49731 1 0
1.98554 0.991415 1 1
3.205 2.70376 1 1
2.7506 -0.302916 0 1
-2.85373 -1.53793 0 1
1.8282 4.8843 0 1
0.203438 4.83615 0 1
-1.70362 1.62397 0 1
4.26856 -1.64809 0 1
1.27325 -1.68171 0 1
-1.22013 2.50278 0 1
-2.30482 5.75312 0 1
-1.52515 -3.92433 0 1
-0.381768 0.0433814 0 1
0.0582295 -1.58319 0 1
-5.96468 -0.192016 0 1
0.780526 0.230403 0 1
1.50479 -1.02801 0 1
-0.767433 -0.2012 0 1
-0.788297 -0.176773 0 1
-0.579583 6.83055 0 1
-5.2922 1.45793 0 1
-3.89793 -3.4223 0 1
-3.14638 0.414207 0 1
1.25399 0.837514 0 1
1.76404 -2.02725 0 1
-2.99608 -3.58618 0 1
3.77774 3.45958 0 1
0.860479 0.88542 0 1
3.64696 -1.93401 0 1
2.44903 -5.74841 0 1
-1.50132 -1.17975 0 1
-0.060288 -1.45179 0 1
3.09925 2.94442 0 1
-1.26272 3.43756 0 1
-2.38021 -2.36837 0 1
0.19455 -1.30543 0 1
-2.60965 0.201252 0 1
-6.71475 3.55519 0 0
1.22519 4.02549 0 1
2.75835 -0.522972 0 1
-2.36514 4.856 0 1
-1.99646 4.33983 0 1
-3.27458 0.0621585 0 1
1.36178 -3.94527 0 1
1.8125 -5.11074 0 1
2.07828 3.71984 0 1
1.01335 3.30336 0 1
-3.44212 -1.04201 0 1
4.61486 4.82025 0 1
1.04279 0.52948 0 1
-4.06233 5.70059 0 1
-2.55242 1.81286 0 1
1.51695 0.658801 0 1
-1.79758 -2.14255 0 1
3.65105 -3.29254 0 1
-2.52571 -1.27273 0 1
-2.18376 -6.35988 0 1
-6.55251 -2.55371 0 0
-1.74619 0.895683 0 1
1.01653 -3.85381 0 1
-2.95712 -0.900259 0 1
4.30078 -0.146977 0 1
-0.547138 -5.05097 0 1
-3.33416 2.04334 0 1
-5.62932 1.96797 0 1
2.79612 -4.18729 0 1
-4.93682 3.1267 0 0
-3.20558 -0.584878 0 1
0.175521 -0.704832 0 1
0.466876 0.80131 0 1
3.76277 -0.832798 0 1
2.13925 4.64865 0 1
1.4131 -2.51041 0 1
0.727846 2.13485 0 1
-5.47816 -1.90774 0 1
0.641991 -5.23359 0 1
2.14344 -0.192193 0 1
-3.86374 1.44296 0 1
-4.28655 1.40599 0 1
-1.50471 -6.28172 0 1
-7.33867 1.40322 0 0
3.51529 0.883973 0 1
2.12788 -2.45289 0 1
-0.0673501 -5.00216 0 1
3.14778 -4.14949 0 1
-2.77816 2.90375 0 1
1.12672 -0.510562 0 1
1.94251 1.49282 0 1
2.24995 -1.20423 0 1
-3.81756 0.715107 0 1
